season,round,constructor,rating_mu,rating_sig,perf_score,place
1950,1,Alfa Romeo,1800,171,1857,0
1950,1,Alta,1200,171,1143,4
1950,1,ERA,1500,171,1500,2
1950,1,Maserati,1371,171,1346,3
1950,1,Talbot-Lago,1629,171,1654,1
1950,2,Alfa Romeo,1861,130,1931,0
1950,2,Cooper,1181,171,1119,6
1950,2,ERA,1511,130,1523,3
1950,2,Ferrari,1722,171,1764,1
1950,2,Maserati,1487,130,1616,2
1950,2,Simca,1309,171,1273,5
1950,2,Talbot-Lago,1536,130,1433,4
1950,3,Adams,1132,171,1060,14
1950,3,Deidt,1867,171,1939,1
1950,3,Ewing,1492,171,1491,8
1950,3,Kurtis Kraft,2003,171,2105,0
1950,3,Langley,1532,171,1538,7
1950,3,Lesovsky,1717,171,1758,3
1950,3,Marchese,1616,171,1638,5
1950,3,Maserati,1464,111,1432,9
1950,3,Moore,1782,171,1836,2
1950,3,Nichels,1663,171,1694,4
1950,3,Olson,1334,171,1303,11
1950,3,Rae,1381,171,1359,10
1950,3,Snowberger,1217,171,1162,13
1950,3,Stevens,1573,171,1587,6
1950,3,Watson,996,171,894,15
1950,3,Wetteroth,1281,171,1239,12
1950,4,Alfa Romeo,1884,111,1928,0
1950,4,Ferrari,1569,130,1410,3
1950,4,Maserati,1480,100,1514,2
1950,4,Talbot-Lago,1589,111,1676,1
1950,5,Alfa Romeo,1896,100,1924,0
1950,5,Alta,1280,130,1359,3
1950,5,Ferrari,1561,111,1553,2
1950,5,Maserati,1429,94,1271,4
1950,5,Talbot-Lago,1617,100,1677,1
1950,6,Alfa Romeo,1905,94,1932,0
1950,6,Ferrari,1600,100,1676,1
1950,6,Maserati,1392,89,1282,4
1950,6,Simca,1413,130,1524,2
1950,6,Talbot-Lago,1577,94,1466,3
1950,7,Alfa Romeo,1916,89,1956,0
1950,7,ERA,1483,111,1429,4
1950,7,Ferrari,1635,94,1727,1
1950,7,Maserati,1418,86,1496,3
1950,7,Milano,1212,171,1156,6
1950,7,Simca,1374,111,1314,5
1950,7,Talbot-Lago,1588,89,1618,2
1951,1,Alfa Romeo,1928,86,1971,0
1951,1,Ferrari,1661,89,1736,1
1951,1,HWM,1500,171,1500,3
1951,1,Maserati,1452,84,1571,2
1951,1,Talbot-Lago,1551,86,1424,4
1951,1,Veritas,1248,171,1200,5
1951,2,Bromme,1465,171,1458,9
1951,2,Deidt,1825,130,1783,4
1951,2,Hall,1575,171,1589,7
1951,2,Kurtis Kraft,2077,130,2157,0
1951,2,Kuzma,1659,171,1690,5
1951,2,Lesovsky,1539,130,1352,11
1951,2,Marchese,1579,130,1538,8
1951,2,Maserati,1404,83,1213,12
1951,2,Moore,1815,130,1851,3
1951,2,Pawl,1617,171,1639,6
1951,2,Schroeder,1855,171,1924,2
1951,2,Sherman,1920,171,2003,1
1951,2,Trevis,1417,171,1401,10
1951,2,Watson,950,130,902,13
1951,3,Alfa Romeo,1934,84,1955,0
1951,3,Ferrari,1668,86,1690,1
1951,3,Talbot-Lago,1538,84,1496,2
1951,4,Alfa Romeo,1940,83,1964,0
1951,4,Ferrari,1678,84,1712,1
1951,4,Maserati,1375,82,1285,4
1951,4,Simca,1385,100,1408,3
1951,4,Talbot-Lago,1542,83,1556,2
1951,5,Alfa Romeo,1916,82,1819,1
1951,5,Alta,1292,111,1311,5
1951,5,BRM,1619,171,1641,2
1951,5,ERA,1501,100,1544,3
1951,5,Ferrari,1720,83,1906,0
1951,5,Maserati,1339,81,1206,6
1951,5,Talbot-Lago,1525,82,1462,4
1951,6,Alfa Romeo,1891,81,1790,1
1951,6,Ferrari,1756,82,1892,0
1951,6,Maserati,1319,81,1250,4
1951,6,Simca,1421,94,1522,2
1951,6,Talbot-Lago,1506,81,1434,3
1951,7,Alfa Romeo,1877,81,1823,1
1951,7,BRM,1475,130,1313,5
1951,7,Ferrari,1792,81,1928,0
1951,7,OSCA,1414,171,1398,4
1951,7,Simca,1464,89,1606,2
1951,7,Talbot-Lago,1506,81,1509,3
1951,8,Alfa Romeo,1890,81,1942,0
1951,8,Ferrari,1786,81,1769,1
1951,8,Maserati,1304,81,1253,4
1951,8,Simca,1455,86,1431,3
1951,8,Talbot-Lago,1518,81,1561,2
1952,1,AFM,1205,171,1148,7
1952,1,Cooper,1350,130,1511,3
1952,1,Ferrari,1806,81,1876,0
1952,1,Frazer Nash,1616,171,1638,2
1952,1,Gordini,1685,171,1721,1
1952,1,HWM,1389,130,1257,6
1952,1,Maserati,1328,80,1417,4
1952,1,Simca,1432,84,1353,5
1952,1,Veritas,1149,130,1027,8
1952,2,Bromme,1445,130,1423,7
1952,2,Deidt,1694,111,1346,8
1952,2,Ferrari,1744,80,1129,9
1952,2,Kurtis Kraft,2061,111,2034,1
1952,2,Kuzma,1841,130,2117,0
1952,2,Lesovsky,1676,111,1849,2
1952,2,Sherman,1771,130,1644,5
1952,2,Stevens,1624,130,1683,4
1952,2,Trevis,1459,130,1506,6
1952,2,Watson,1096,111,1742,3
1952,3,Aston Butterworth,1340,171,1309,6
1952,3,Cooper,1463,111,1612,2
1952,3,ERA,1434,94,1129,8
1952,3,Ferrari,1775,80,1872,0
1952,3,Frazer Nash,1449,130,1256,7
1952,3,Gordini,1713,130,1744,1
1952,3,HWM,1445,111,1533,3
1952,3,Simca,1438,83,1460,4
1952,3,Veritas,1220,111,1345,5
1952,4,Alta,1252,100,1158,6
1952,4,Cooper,1403,100,1303,5
1952,4,Ferrari,1795,80,1860,0
1952,4,Gordini,1713,111,1713,1
1952,4,HWM,1454,100,1472,3
1952,4,Maserati,1337,80,1370,4
1952,4,Simca,1463,82,1557,2
1952,5,Alta,1312,94,1504,4
1952,5,Aston Butterworth,1222,130,1074,10
1952,5,Connaught,1639,171,1665,2
1952,5,Cooper,1486,94,1712,1
1952,5,ERA,1376,89,1209,9
1952,5,Ferrari,1817,80,1897,0
1952,5,Frazer Nash,1373,111,1283,8
1952,5,Gordini,1687,100,1620,3
1952,5,HWM,1441,94,1405,6
1952,5,Maserati,1337,80,1335,7
1952,5,Simca,1463,81,1463,5
1952,6,AFM,1308,130,1410,3
1952,6,Aston Butterworth,1152,111,1037,7
1952,6,BMW,1304,171,1266,5
1952,6,Ferrari,1833,80,1888,0
1952,6,Gordini,1692,94,1707,1
1952,6,HWM,1420,89,1355,4
1952,6,Maserati,1308,80,1192,6
1952,6,Veritas,1301,100,1504,2
1952,7,Connaught,1472,130,1283,7
1952,7,Cooper,1552,89,1724,1
1952,7,ERA,1366,86,1340,6
1952,7,Ferrari,1850,80,1915,0
1952,7,Frazer Nash,1385,100,1406,5
1952,7,Gordini,1685,89,1663,2
1952,7,HWM,1448,86,1545,3
1952,7,Maserati,1339,80,1463,4
1952,7,Simca,1416,81,1181,8
1952,8,Connaught,1474,111,1476,3
1952,8,Cooper,1562,86,1588,2
1952,8,Ferrari,1862,80,1909,0
1952,8,Gordini,1636,86,1406,4
1952,8,Maserati,1393,80,1671,1
1952,8,OSCA,1326,130,1222,5
1953,1,Cooper,1535,84,1454,3
1953,1,Ferrari,1871,80,1905,0
1953,1,Gordini,1622,84,1577,2
1953,1,Maserati,1444,80,1646,1
1953,1,Simca,1389,81,1296,4
1953,2,Bromme,1383,111,1252,7
1953,2,Del Roy,1094,171,1014,8
1953,2,Kurtis Kraft,2084,100,2140,0
1953,2,Kuzma,1839,111,1837,2
1953,2,Lesovsky,1633,100,1568,5
1953,2,Schroeder,1799,130,1744,3
1953,2,Stevens,1712,111,1914,1
1953,2,Turner,1609,171,1630,4
1953,2,Watson,1216,100,1323,6
1953,3,Connaught,1451,100,1406,4
1953,3,Cooper,1486,83,1306,5
1953,3,Ferrari,1880,80,1915,0
1953,3,Gordini,1618,83,1604,2
1953,3,HWM,1457,84,1488,3
1953,3,Maserati,1493,80,1675,1
1953,4,Connaught,1439,94,1410,4
1953,4,Ferrari,1888,80,1918,0
1953,4,Gordini,1613,82,1595,2
1953,4,HWM,1463,83,1487,3
1953,4,Maserati,1533,80,1673,1
1953,4,Simca,1372,80,1317,5
1953,4,Veritas,1264,94,1182,6
1953,5,Connaught,1437,89,1431,4
1953,5,Cooper,1493,82,1513,3
1953,5,Ferrari,1896,80,1928,0
1953,5,Gordini,1613,81,1613,2
1953,5,HWM,1440,82,1351,5
1953,5,Maserati,1569,80,1695,1
1953,5,OSCA,1281,111,1202,6
1953,6,Connaught,1469,86,1581,2
1953,6,Cooper,1496,81,1505,3
1953,6,Ferrari,1904,80,1935,0
1953,6,Gordini,1566,81,1320,5
1953,6,HWM,1433,81,1408,4
1953,6,Maserati,1597,80,1701,1
1953,7,AFM,1231,111,1108,8
1953,7,BMW,1334,130,1366,5
1953,7,Connaught,1466,84,1457,4
1953,7,Cooper,1521,81,1611,2
1953,7,EMW,1348,171,1319,6
1953,7,Ferrari,1914,80,1953,0
1953,7,Gordini,1512,81,1271,7
1953,7,Maserati,1624,80,1726,1
1953,7,Veritas,1324,89,1507,3
1953,8,Cooper,1531,81,1567,2
1953,8,Ferrari,1920,80,1944,0
1953,8,Gordini,1474,80,1346,4
1953,8,HWM,1437,81,1450,3
1953,8,Maserati,1640,80,1699,1
1953,9,AFM,1267,100,1338,5
1953,9,Connaught,1415,83,1166,7
1953,9,Cooper,1515,80,1457,4
1953,9,Ferrari,1896,80,1793,1
1953,9,Gordini,1503,80,1596,2
1953,9,HWM,1407,81,1285,6
1953,9,Maserati,1681,80,1873,0
1953,9,OSCA,1343,100,1499,3
1954,1,Ferrari,1867,80,1753,1
1954,1,Gordini,1493,80,1464,2
1954,1,Maserati,1716,80,1856,0
1954,2,Bromme,1346,100,1259,8
1954,2,Kurtis Kraft,2101,94,2152,0
1954,2,Kuzma,1879,100,1952,1
1954,2,Nichels,1613,130,1558,6
1954,2,Pankratz,1669,171,1701,4
1954,2,Pawl,1626,130,1636,5
1954,2,Phillips,1799,171,1857,2
1954,2,Schroeder,1691,111,1473,7
1954,2,Stevens,1735,100,1779,3
1954,3,Ferrari,1843,80,1748,1
1954,3,Gordini,1486,80,1461,2
1954,3,Maserati,1746,80,1863,0
1954,4,Ferrari,1841,80,1834,1
1954,4,Gordini,1484,80,1478,3
1954,4,HWM,1387,80,1312,4
1954,4,Maserati,1730,80,1674,2
1954,4,Mercedes,1891,171,1968,0
1954,5,Connaught,1402,82,1363,5
1954,5,Cooper,1510,80,1490,4
1954,5,Ferrari,1868,80,1974,0
1954,5,Gordini,1504,80,1580,3
1954,5,Maserati,1748,80,1814,1
1954,5,Mercedes,1813,130,1740,2
1954,5,Vanwall,1249,171,1201,6
1954,6,Ferrari,1864,80,1850,1
1954,6,Gordini,1505,80,1508,3
1954,6,Klenk,1340,171,1310,4
1954,6,Maserati,1739,80,1706,2
1954,6,Mercedes,1874,111,1974,0
1954,7,Ferrari,1860,80,1846,1
1954,7,Gordini,1497,80,1467,3
1954,7,Maserati,1729,80,1692,2
1954,7,Mercedes,1909,100,1985,0
1954,8,Ferrari,1858,80,1850,1
1954,8,Gordini,1524,80,1634,2
1954,8,Maserati,1678,80,1384,4
1954,8,Mercedes,1933,94,2001,0
1954,8,Vanwall,1345,130,1443,3
1954,9,Ferrari,1884,80,1992,0
1954,9,Gordini,1527,80,1540,3
1954,9,Lancia,1431,171,1418,4
1954,9,Maserati,1708,80,1813,1
1954,9,Mercedes,1891,89,1748,2
1954,9,Vanwall,1312,111,1263,5
1955,1,Ferrari,1879,80,1858,1
1955,1,Gordini,1528,80,1528,3
1955,1,Lancia,1390,130,1344,4
1955,1,Maserati,1706,80,1699,2
1955,1,Mercedes,1916,86,1995,0
1955,2,Ferrari,1902,80,1994,0
1955,2,Gordini,1532,80,1551,3
1955,2,Lancia,1500,111,1796,1
1955,2,Maserati,1707,80,1712,2
1955,2,Mercedes,1850,84,1476,4
1955,2,Vanwall,1286,100,1229,5
1955,3,Epperly,1745,171,1791,3
1955,3,Kurtis Kraft,2117,89,2168,0
1955,3,Kuzma,1907,94,1975,1
1955,3,Pankratz,1512,130,1340,8
1955,3,Pawl,1609,111,1577,6
1955,3,Phillips,1774,130,1749,4
1955,3,Schroeder,1681,100,1665,5
1955,3,Stevens,1675,94,1499,7
1955,3,Trevis,1565,111,1838,2
1955,4,Ferrari,1891,80,1852,1
1955,4,Lancia,1495,100,1487,3
1955,4,Maserati,1702,80,1681,2
1955,4,Mercedes,1883,83,1974,0
1955,4,Vanwall,1276,94,1249,4
1955,5,Ferrari,1859,80,1727,2
1955,5,Gordini,1523,80,1484,3
1955,5,Maserati,1723,80,1807,1
1955,5,Mercedes,1908,82,1987,0
1955,6,Connaught,1367,81,1236,6
1955,6,Cooper,1485,80,1385,5
1955,6,Ferrari,1836,80,1748,2
1955,6,Gordini,1534,80,1580,3
1955,6,Maserati,1744,80,1826,1
1955,6,Mercedes,1929,81,1999,0
1955,6,Vanwall,1314,89,1443,4
1955,7,Arzani-Volpini,1239,171,1189,5
1955,7,Ferrari,1841,80,1857,1
1955,7,Gordini,1538,80,1551,3
1955,7,Maserati,1740,80,1724,2
1955,7,Mercedes,1947,81,2014,0
1955,7,Vanwall,1322,86,1346,4
1956,1,Ferrari,1852,80,1892,0
1956,1,Maserati,1729,80,1688,1
1956,2,BRM,1395,111,1286,4
1956,2,Ferrari,1834,80,1767,1
1956,2,Gordini,1544,80,1567,2
1956,2,Maserati,1758,80,1876,0
1956,2,Vanwall,1338,84,1393,3
1956,3,Kurtis Kraft,2093,86,2006,1
1956,3,Kuzma,1861,89,1721,3
1956,3,Lesovsky,1603,94,1540,4
1956,3,Phillips,1785,111,1804,2
1956,3,Stevens,1605,89,1349,5
1956,3,Watson,1367,94,2065,0
1956,4,Connaught,1346,81,1271,3
1956,4,Ferrari,1847,80,1896,0
1956,4,Maserati,1749,80,1715,1
1956,4,Vanwall,1355,83,1416,2
1956,5,Bugatti,1259,171,1213,4
1956,5,Ferrari,1863,80,1922,0
1956,5,Gordini,1549,80,1568,2
1956,5,Maserati,1749,80,1750,1
1956,5,Vanwall,1360,82,1376,3
1956,6,BRM,1351,100,1260,6
1956,6,Connaught,1394,81,1604,2
1956,6,Cooper,1478,80,1451,4
1956,6,Emeryson,1171,171,1107,7
1956,6,Ferrari,1879,80,1940,0
1956,6,Gordini,1547,80,1542,3
1956,6,Maserati,1754,80,1774,1
1956,6,Vanwall,1357,81,1349,5
1956,7,Ferrari,1890,80,1932,0
1956,7,Gordini,1540,80,1510,2
1956,7,Maserati,1751,80,1738,1
1956,8,Connaught,1426,80,1531,2
1956,8,Ferrari,1869,80,1788,1
1956,8,Gordini,1521,80,1446,3
1956,8,Maserati,1779,80,1898,0
1956,8,Vanwall,1339,81,1266,4
1957,1,Ferrari,1846,80,1755,1
1957,1,Maserati,1803,80,1893,0
1957,2,BRM,1313,94,1210,5
1957,2,Connaught,1454,80,1549,2
1957,2,Cooper,1453,80,1357,4
1957,2,Ferrari,1794,80,1506,3
1957,2,Maserati,1825,80,1910,0
1957,2,Vanwall,1389,81,1675,1
1957,3,Dunn,1455,171,1446,5
1957,3,Epperly,1896,130,2107,0
1957,3,Kurtis Kraft,2053,84,1889,2
1957,3,Kuzma,1887,86,1960,1
1957,3,Lesovsky,1596,89,1580,4
1957,3,Phillips,1768,100,1726,3
1957,3,Watson,1336,89,1294,6
1957,4,BRM,1290,89,1224,4
1957,4,Cooper,1467,80,1515,2
1957,4,Ferrari,1783,80,1748,1
1957,4,Maserati,1842,80,1904,0
1957,4,Vanwall,1387,80,1379,3
1957,5,BRM,1272,86,1213,4
1957,5,Cooper,1478,80,1519,2
1957,5,Ferrari,1775,80,1746,1
1957,5,Maserati,1787,80,1448,3
1957,5,Vanwall,1448,80,1836,0
1957,6,Cooper,1451,80,1343,4
1957,6,Ferrari,1769,80,1747,1
1957,6,Maserati,1811,80,1889,0
1957,6,Porsche,1458,171,1450,3
1957,6,Vanwall,1472,80,1541,2
1957,7,Cooper,1463,80,1510,2
1957,7,Ferrari,1717,80,1427,3
1957,7,Maserati,1795,80,1744,1
1957,7,Vanwall,1533,80,1823,0
1957,8,Ferrari,1679,80,1543,2
1957,8,Maserati,1778,80,1716,1
1957,8,Vanwall,1591,80,1802,0
1958,1,Cooper,1512,80,1765,0
1958,1,Ferrari,1674,80,1656,1
1958,1,Maserati,1730,80,1514,2
1958,2,BRM,1323,84,1549,2
1958,2,Cooper,1566,80,1807,0
1958,2,Ferrari,1682,80,1709,1
1958,2,Maserati,1678,80,1456,4
1958,2,Team Lotus,1504,171,1504,3
1958,2,Vanwall,1526,80,1286,5
1958,3,BRM,1388,83,1672,1
1958,3,Cooper,1577,80,1610,2
1958,3,Ferrari,1654,80,1550,3
1958,3,Maserati,1621,80,1385,5
1958,3,Porsche,1349,130,1219,6
1958,3,Team Lotus,1477,130,1447,4
1958,3,Vanwall,1590,80,1802,0
1958,4,Dunn,1370,130,1272,6
1958,4,Epperly,1983,111,2107,0
1958,4,Kurtis Kraft,2042,83,2006,1
1958,4,Kuzma,1836,84,1645,4
1958,4,Lesovsky,1565,86,1466,5
1958,4,Phillips,1760,94,1737,3
1958,4,Watson,1438,86,1795,2
1958,5,BRM,1417,82,1494,3
1958,5,Cooper,1527,80,1321,5
1958,5,Ferrari,1662,80,1691,1
1958,5,Maserati,1581,80,1445,4
1958,5,Team Lotus,1514,111,1587,2
1958,5,Vanwall,1638,80,1789,0
1958,6,BRM,1415,81,1409,4
1958,6,Cooper,1524,80,1513,3
1958,6,Ferrari,1691,80,1805,0
1958,6,Maserati,1585,80,1598,2
1958,6,Team Lotus,1460,100,1311,5
1958,6,Vanwall,1651,80,1689,1
1958,7,BRM,1439,81,1521,3
1958,7,Connaught,1415,80,1272,6
1958,7,Cooper,1558,80,1685,1
1958,7,Ferrari,1719,80,1823,0
1958,7,Maserati,1561,80,1475,4
1958,7,Team Lotus,1437,94,1379,5
1958,7,Vanwall,1645,80,1625,2
1958,8,BRM,1423,81,1367,5
1958,8,Cooper,1587,80,1689,1
1958,8,Ferrari,1700,80,1632,2
1958,8,Maserati,1511,80,1268,6
1958,8,Porsche,1411,111,1512,3
1958,8,Team Lotus,1440,89,1449,4
1958,8,Vanwall,1680,80,1816,0
1958,9,BRM,1454,80,1577,2
1958,9,Cooper,1572,80,1521,3
1958,9,Ferrari,1702,80,1709,1
1958,9,Maserati,1491,80,1422,4
1958,9,Team Lotus,1408,86,1294,5
1958,9,Vanwall,1710,80,1820,0
1958,10,BRM,1421,80,1295,5
1958,10,Cooper,1560,80,1516,3
1958,10,Ferrari,1704,80,1711,1
1958,10,Maserati,1512,80,1585,2
1958,10,Team Lotus,1406,84,1400,4
1958,10,Vanwall,1735,80,1831,0
1958,11,BRM,1454,80,1575,2
1958,11,Cooper,1532,80,1424,4
1958,11,Ferrari,1706,80,1716,1
1958,11,Maserati,1510,80,1504,3
1958,11,Team Lotus,1380,83,1279,5
1958,11,Vanwall,1758,80,1844,0
1959,1,BRM,1458,80,1470,3
1959,1,Cooper-Climax,1807,171,1867,0
1959,1,Cooper-Maserati,1561,171,1572,2
1959,1,Ferrari,1707,80,1709,1
1959,1,Porsche,1353,100,1224,5
1959,1,Team Lotus,1373,82,1351,4
1959,2,Christensen,1292,171,1252,9
1959,2,Dunn,1422,111,1511,6
1959,2,Elder,1465,171,1458,7
1959,2,Epperly,1964,100,1928,2
1959,2,Kurtis Kraft,2004,82,1852,3
1959,2,Kuzma,1813,83,1742,4
1959,2,Lesovsky,1630,84,1972,1
1959,2,Moore,1760,111,1655,5
1959,2,Phillips,1701,89,1416,8
1959,2,Sutton,1178,171,1116,10
1959,2,Watson,1561,84,2104,0
1959,3,Aston Martin,1201,171,1143,5
1959,3,BRM,1511,80,1800,0
1959,3,Cooper-Climax,1768,130,1728,1
1959,3,Ferrari,1666,80,1473,3
1959,3,Porsche,1336,94,1296,4
1959,3,Team Lotus,1403,81,1521,2
1959,4,BRM,1530,80,1592,2
1959,4,Cooper-Climax,1755,111,1733,1
1959,4,Cooper-Maserati,1496,130,1423,4
1959,4,Ferrari,1700,80,1832,0
1959,4,Maserati,1509,80,1505,3
1959,4,Team Lotus,1379,81,1290,5
1959,5,Aston Martin,1421,130,1635,2
1959,5,BRM,1572,80,1736,1
1959,5,Cooper-Borgward,1509,171,1511,4
1959,5,Cooper-Climax,1797,100,1905,0
1959,5,Cooper-Maserati,1449,111,1363,6
1959,5,JBW,1299,171,1261,7
1959,5,Maserati,1497,80,1451,5
1959,5,Team Lotus,1414,81,1553,3
1959,5,Vanwall,1697,80,1191,8
1959,6,BRM,1574,80,1580,2
1959,6,Cooper-Climax,1781,94,1737,1
1959,6,Cooper-Maserati,1449,100,1449,3
1959,6,Ferrari,1731,80,1845,0
1959,6,Team Lotus,1392,80,1314,4
1959,7,Aston Martin,1455,111,1485,3
1959,7,BRM,1580,80,1601,2
1959,7,Cooper-Climax,1804,89,1877,0
1959,7,Cooper-Maserati,1435,94,1397,4
1959,7,Ferrari,1732,80,1735,1
1959,7,Team Lotus,1365,80,1265,5
1959,8,Aston Martin,1483,100,1532,3
1959,8,BRM,1591,80,1630,2
1959,8,Cooper-Climax,1825,86,1896,0
1959,8,Cooper-Maserati,1439,89,1452,4
1959,8,Ferrari,1736,80,1753,1
1959,8,Maserati,1473,80,1378,5
1959,8,Team Lotus,1339,80,1239,6
1959,9,Connaught,1383,80,1274,9
1959,9,Cooper-Borgward,1435,130,1350,8
1959,9,Cooper-Climax,1864,84,2025,0
1959,9,Cooper-Maserati,1463,86,1551,4
1959,9,Cooper-OSCA,1443,171,1432,6
1959,9,Ferrari,1763,80,1869,1
1959,9,Kurtis Kraft,1943,81,1526,5
1959,9,Maserati,1424,80,1166,10
1959,9,Porsche,1398,89,1622,3
1959,9,Team Lotus,1396,80,1718,2
1959,9,Tec-Mec,1410,171,1393,7
1960,1,BRM,1564,80,1459,4
1960,1,Behra-Porsche,1372,171,1348,5
1960,1,Cooper-Climax,1883,83,1946,0
1960,1,Cooper-Maserati,1496,84,1622,2
1960,1,Ferrari,1768,80,1784,1
1960,1,Maserati,1389,80,1259,6
1960,1,Team Lotus,1425,80,1515,3
1960,2,BRM,1550,80,1496,3
1960,2,Cooper-Climax,1864,82,1800,1
1960,2,Cooper-Maserati,1466,83,1352,4
1960,2,Ferrari,1744,80,1651,2
1960,2,Team Lotus,1491,80,1866,0
1960,3,Christensen,1307,130,1322,8
1960,3,Epperly,1964,94,1964,1
1960,3,Ewing,1369,130,1221,9
1960,3,Kurtis Kraft,1877,81,1590,6
1960,3,Kuzma,1756,82,1498,7
1960,3,Lesovsky,1660,83,1742,3
1960,3,Meskowski,1594,171,1611,5
1960,3,Phillips,1733,86,1831,2
1960,3,Trevis,1603,100,1664,4
1960,3,Watson,1675,83,2038,0
1960,4,Aston Martin,1448,94,1364,5
1960,4,BRM,1569,80,1641,2
1960,4,Cooper-Climax,1881,81,1943,0
1960,4,Cooper-Maserati,1464,82,1457,4
1960,4,Ferrari,1712,80,1586,3
1960,4,Scarab,1245,171,1196,6
1960,4,Team Lotus,1546,80,1736,1
1960,5,BRM,1549,80,1477,3
1960,5,Cooper-Climax,1893,81,1935,0
1960,5,Ferrari,1719,80,1744,1
1960,5,Scarab,1226,130,1205,4
1960,5,Team Lotus,1558,80,1590,2
1960,6,BRM,1544,80,1524,4
1960,6,Cooper-Castellotti,1450,171,1441,5
1960,6,Cooper-Climax,1909,81,1973,0
1960,6,Cooper-Maserati,1504,81,1676,2
1960,6,Ferrari,1701,80,1632,3
1960,6,Scarab,1201,111,1152,7
1960,6,Team Lotus,1604,80,1781,1
1960,6,Vanwall,1632,80,1395,6
1960,7,Aston Martin,1461,89,1494,4
1960,7,BRM,1552,80,1580,3
1960,7,Cooper-Castellotti,1338,130,1203,7
1960,7,Cooper-Climax,1921,80,1966,0
1960,7,Cooper-Maserati,1471,81,1351,6
1960,7,Ferrari,1697,80,1684,2
1960,7,JBW,1350,130,1405,5
1960,7,Team Lotus,1639,80,1761,1
1960,8,BRM,1522,80,1401,4
1960,8,Cooper-Climax,1931,80,1968,0
1960,8,Cooper-Maserati,1479,81,1507,3
1960,8,Ferrari,1689,80,1657,2
1960,8,Team Lotus,1664,80,1751,1
1960,9,Behra-Porsche,1396,130,1422,4
1960,9,Cooper-Castellotti,1458,111,1695,1
1960,9,Cooper-Climax,1879,80,1557,3
1960,9,Cooper-Maserati,1442,80,1292,6
1960,9,Ferrari,1726,80,1891,0
1960,9,JBW,1351,111,1352,5
1960,9,Maserati,1345,80,1166,7
1960,9,Porsche,1445,86,1581,2
1960,10,BRM,1535,80,1582,2
1960,10,Cooper-Castellotti,1400,100,1306,5
1960,10,Cooper-Climax,1853,80,1770,1
1960,10,Cooper-Maserati,1451,80,1479,3
1960,10,Maserati,1307,80,1165,6
1960,10,Scarab,1243,100,1357,4
1960,10,Team Lotus,1702,80,1859,0
1961,1,BRM,1496,80,1321,5
1961,1,Cooper-Climax,1804,80,1602,3
1961,1,Cooper-Maserati,1446,80,1430,4
1961,1,Ferrari,1744,80,1810,1
1961,1,Lotus-Climax,1896,171,1974,0
1961,1,Porsche,1490,84,1637,2
1961,2,BRM,1503,80,1527,3
1961,2,Cooper-Climax,1783,80,1716,2
1961,2,Ferrari,1781,80,1932,0
1961,2,Lotus-Climax,1867,130,1839,1
1961,2,Porsche,1465,83,1390,4
1961,3,BRM,1493,80,1460,4
1961,3,Cooper-Climax,1790,80,1814,1
1961,3,Cooper-Maserati,1421,80,1325,5
1961,3,Ferrari,1814,80,1942,0
1961,3,Lotus-Climax,1781,111,1612,3
1961,3,Porsche,1506,82,1649,2
1961,4,BRM,1498,80,1512,4
1961,4,Cooper-Climax,1760,80,1645,3
1961,4,Cooper-Maserati,1421,80,1419,5
1961,4,De Tomaso-Osca,1370,171,1346,6
1961,4,Emeryson,1201,130,1232,7
1961,4,Ferrari,1843,80,1952,0
1961,4,JBW,1295,100,1140,8
1961,4,Lotus-Climax,1763,100,1730,2
1961,4,Porsche,1558,81,1784,1
1961,5,BRM,1520,80,1607,3
1961,5,Cooper-Climax,1775,80,1828,1
1961,5,Cooper-Maserati,1422,80,1425,5
1961,5,Emeryson,1169,111,1111,8
1961,5,Ferguson,1304,171,1267,7
1961,5,Ferrari,1869,80,1967,0
1961,5,Gilby,1368,171,1343,6
1961,5,Lotus-Climax,1710,94,1563,4
1961,5,Porsche,1592,81,1703,2
1961,6,BRM,1496,80,1405,5
1961,6,Cooper-Climax,1765,80,1731,2
1961,6,Cooper-Maserati,1436,80,1490,4
1961,6,Ferrari,1864,80,1846,1
1961,6,Lotus-Climax,1766,89,1938,0
1961,6,MBM,1265,171,1219,6
1961,6,Porsche,1596,81,1611,3
1961,7,BRM,1524,80,1631,3
1961,7,Cooper-Climax,1763,80,1753,2
1961,7,Cooper-Maserati,1458,80,1545,4
1961,7,De Tomaso-Alfa Romeo,1380,171,1357,7
1961,7,De Tomaso-Osca,1266,130,1139,9
1961,7,Ferrari,1888,80,1983,0
1961,7,JBW,1286,94,1263,8
1961,7,Lotus-Climax,1706,86,1511,5
1961,7,Lotus-Maserati,1424,171,1409,6
1961,7,Porsche,1638,80,1818,1
1961,8,BRM,1535,80,1575,2
1961,8,Cooper-Climax,1718,80,1495,3
1961,8,Lotus-Climax,1744,84,1849,0
1961,8,Porsche,1654,80,1708,1
1962,1,BRM,1589,80,1922,0
1962,1,Cooper-Climax,1699,80,1635,3
1962,1,Emeryson,1190,100,1242,5
1962,1,Ferrari,1861,80,1753,2
1962,1,Lola,1163,171,1097,6
1962,1,Lotus-Climax,1764,83,1822,1
1962,1,Porsche,1626,80,1522,4
1962,2,BRM,1575,80,1532,4
1962,2,Cooper-Climax,1742,80,1922,0
1962,2,De Tomaso-Alfa Romeo,1287,130,1175,6
1962,2,Ferrari,1855,80,1835,1
