season,round,constructor,rating_mu,rating_sig,perf_score,place
2019,4,Alfa Romeo,1845,100,1855,5
2019,4,Ferrari,2372,80,2395,1
2019,4,Haas F1 Team,1775,80,1711,7
2019,4,McLaren,1779,80,1915,4
2019,4,Mercedes,2526,80,2576,0
2019,4,Racing Point,1854,100,2020,3
2019,4,Red Bull,2305,80,2260,2
2019,4,Renault,1861,80,1640,8
2019,4,Toro Rosso,1771,80,1778,6
2019,4,Williams,1532,80,1464,9
2019,5,Alfa Romeo,1814,94,1715,7
2019,5,Ferrari,2352,80,2272,2
2019,5,Haas F1 Team,1820,80,2010,3
2019,5,McLaren,1810,80,1917,4
2019,5,Mercedes,2538,80,2584,0
2019,5,Racing Point,1797,94,1634,8
2019,5,Red Bull,2321,80,2381,1
2019,5,Renault,1842,80,1788,6
2019,5,Toro Rosso,1786,80,1843,5
2019,5,Williams,1517,80,1458,9
2019,6,Alfa Romeo,1755,89,1505,9
2019,6,Ferrari,2360,80,2393,1
2019,6,Haas F1 Team,1811,80,1782,6
2019,6,McLaren,1851,80,2009,3
2019,6,Mercedes,2549,80,2591,0
2019,6,Racing Point,1773,89,1710,7
2019,6,Red Bull,2308,80,2258,2
2019,6,Renault,1844,80,1851,5
2019,6,Toro Rosso,1811,80,1914,4
2019,6,Williams,1529,80,1576,8
2019,7,Alfa Romeo,1742,86,1703,7
2019,7,Ferrari,2368,80,2396,1
2019,7,Haas F1 Team,1774,80,1630,8
2019,7,McLaren,1836,80,1785,6
2019,7,Mercedes,2559,80,2598,0
2019,7,Racing Point,1807,86,1913,4
2019,7,Red Bull,2297,80,2254,2
2019,7,Renault,1880,80,2013,3
2019,7,Toro Rosso,1818,80,1846,5
2019,7,Williams,1514,80,1455,9
2019,8,Alfa Romeo,1779,84,1911,4
2019,8,Ferrari,2374,80,2400,1
2019,8,Haas F1 Team,1742,80,1622,8
2019,8,McLaren,1872,80,2014,3
2019,8,Mercedes,2569,80,2606,0
2019,8,Racing Point,1800,84,1780,6
2019,8,Red Bull,2287,80,2251,2
2019,8,Renault,1874,80,1856,5
2019,8,Toro Rosso,1797,80,1712,7
2019,8,Williams,1500,80,1445,9
2019,9,Alfa Romeo,1810,83,1916,4
2019,9,Ferrari,2380,80,2403,1
2019,9,Haas F1 Team,1714,80,1615,8
2019,9,McLaren,1904,80,2020,3
2019,9,Mercedes,2525,80,2307,2
2019,9,Racing Point,1811,83,1846,5
2019,9,Red Bull,2330,80,2537,0
2019,9,Renault,1856,80,1789,6
2019,9,Toro Rosso,1778,80,1708,7
2019,9,Williams,1486,80,1436,9
2019,10,Alfa Romeo,1819,82,1849,5
2019,10,Ferrari,2386,80,2408,1
2019,10,Haas F1 Team,1671,80,1482,9
2019,10,McLaren,1931,80,2032,3
2019,10,Mercedes,2539,80,2588,0
2019,10,Racing Point,1789,82,1709,7
2019,10,Red Bull,2317,80,2270,2
2019,10,Renault,1872,80,1929,4
2019,10,Toro Rosso,1778,80,1776,6
2019,10,Williams,1502,80,1560,8
2019,11,Alfa Romeo,1779,81,1618,8
2019,11,Ferrari,2391,80,2411,1
2019,11,Haas F1 Team,1706,80,1831,5
2019,11,McLaren,1934,80,1945,4
2019,11,Mercedes,2477,80,1814,6
2019,11,Racing Point,1832,81,2020,3
2019,11,Red Bull,2359,80,2538,0
2019,11,Renault,1817,80,1495,9
2019,11,Toro Rosso,1831,80,2163,2
2019,11,Williams,1532,80,1657,7
2019,12,Alfa Romeo,1811,81,1925,4
2019,12,Ferrari,2371,80,2290,2
2019,12,Haas F1 Team,1685,80,1615,8
2019,12,McLaren,1957,80,2044,3
2019,12,Mercedes,2499,80,2564,0
2019,12,Racing Point,1822,81,1789,6
2019,12,Red Bull,2369,80,2402,1
2019,12,Renault,1793,80,1715,7
2019,12,Toro Rosso,1837,80,1857,5
2019,12,Williams,1515,80,1455,9
2019,13,Alfa Romeo,1756,81,1501,9
2019,13,Ferrari,2403,80,2541,0
2019,13,Haas F1 Team,1687,80,1692,7
2019,13,McLaren,1926,80,1804,6
2019,13,Mercedes,2484,80,2439,1
2019,13,Racing Point,1863,81,2030,3
2019,13,Red Bull,2351,80,2287,2
2019,13,Renault,1807,80,1852,5
2019,13,Toro Rosso,1859,80,1935,4
2019,13,Williams,1527,80,1571,8
2019,14,Alfa Romeo,1779,80,1848,5
2019,14,Ferrari,2433,80,2548,0
2019,14,Haas F1 Team,1648,80,1488,9
2019,14,McLaren,1899,80,1801,6
2019,14,Mercedes,2473,80,2436,1
2019,14,Racing Point,1880,80,1939,4
2019,14,Red Bull,2310,80,2140,3
2019,14,Renault,1864,80,2174,2
2019,14,Toro Rosso,1829,80,1719,7
2019,14,Williams,1537,80,1575,8
2019,15,Alfa Romeo,1780,80,1783,6
2019,15,Ferrari,2458,80,2553,0
2019,15,Haas F1 Team,1657,80,1688,7
2019,15,McLaren,1929,80,2040,3
2019,15,Mercedes,2438,80,2303,2
2019,15,Racing Point,1834,80,1634,8
2019,15,Red Bull,2328,80,2389,1
2019,15,Renault,1864,80,1866,5
2019,15,Toro Rosso,1853,80,1936,4
2019,15,Williams,1520,80,1453,9
2019,16,Alfa Romeo,1746,80,1622,8
2019,16,Ferrari,2451,80,2427,1
2019,16,Haas F1 Team,1694,80,1841,5
2019,16,McLaren,1955,80,2048,3
2019,16,Mercedes,2464,80,2554,0
2019,16,Racing Point,1858,80,1938,4
2019,16,Red Bull,2316,80,2275,2
2019,16,Renault,1848,80,1796,6
2019,16,Toro Rosso,1824,80,1720,7
2019,16,Williams,1504,80,1444,9
2019,17,Alfa Romeo,1754,80,1777,6
2019,17,Ferrari,2446,80,2428,1
2019,17,Haas F1 Team,1694,80,1694,7
2019,17,McLaren,1976,80,2054,3
2019,17,Mercedes,2486,80,2564,0
2019,17,Racing Point,1860,80,1865,5
2019,17,Red Bull,2307,80,2272,2
2019,17,Renault,1793,80,1501,9
2019,17,Toro Rosso,1849,80,1937,4
2019,17,Williams,1517,80,1567,8
2019,18,Alfa Romeo,1743,80,1704,7
2019,18,Ferrari,2442,80,2429,1
2019,18,Haas F1 Team,1675,80,1608,8
2019,18,McLaren,1942,80,1807,6
2019,18,Mercedes,2505,80,2575,0
2019,18,Racing Point,1896,80,2040,3
2019,18,Red Bull,2299,80,2271,2
2019,18,Renault,1826,80,1933,4
2019,18,Toro Rosso,1852,80,1863,5
2019,18,Williams,1502,80,1444,9
2019,19,Alfa Romeo,1750,80,1778,6
2019,19,Ferrari,2415,80,2303,2
2019,19,Haas F1 Team,1660,80,1601,8
2019,19,McLaren,1946,80,1959,4
2019,19,Mercedes,2522,80,2585,0
2019,19,Racing Point,1891,80,1873,5
2019,19,Red Bull,2319,80,2394,1
2019,19,Renault,1870,80,2036,3
2019,19,Toro Rosso,1825,80,1718,7
2019,19,Williams,1488,80,1434,9
2019,20,Alfa Romeo,1797,80,2031,3
2019,20,Ferrari,2356,80,1500,9
2019,20,Haas F1 Team,1665,80,1687,7
2019,20,McLaren,1990,80,2191,2
2019,20,Mercedes,2462,80,1916,5
2019,20,Racing Point,1871,80,1801,6
2019,20,Red Bull,2359,80,2541,0
2019,20,Renault,1889,80,1949,4
2019,20,Toro Rosso,1885,80,2347,1
2019,20,Williams,1502,80,1557,8
2019,21,Alfa Romeo,1782,80,1731,7
2019,21,Ferrari,2337,80,2280,2
2019,21,Haas F1 Team,1654,80,1613,8
2019,21,McLaren,1990,80,1990,4
2019,21,Mercedes,2484,80,2549,0
2019,21,Racing Point,1909,80,2063,3
2019,21,Red Bull,2367,80,2393,1
2019,21,Renault,1874,80,1823,6
2019,21,Toro Rosso,1888,80,1895,5
2019,21,Williams,1490,80,1440,9
2020,1,Alfa Romeo,1785,80,1797,6
2020,1,AlphaTauri,1890,171,1966,4
2020,1,Ferrari,2349,80,2390,1
2020,1,Haas F1 Team,1616,80,1437,9
2020,1,McLaren,2030,80,2196,2
2020,1,Mercedes,2502,80,2561,0
2020,1,Racing Point,1939,80,2054,3
2020,1,Red Bull,2305,80,1626,8
2020,1,Renault,1879,80,1899,5
2020,1,Williams,1521,80,1653,7
2020,2,Alfa Romeo,1792,80,1816,6
2020,2,AlphaTauri,1899,130,1908,5
2020,2,Ferrari,2285,80,1511,9
2020,2,Haas F1 Team,1633,80,1697,7
2020,2,McLaren,2068,80,2210,2
2020,2,Mercedes,2516,80,2566,0
2020,2,Racing Point,1970,80,2085,3
2020,2,Red Bull,2324,80,2379,1
2020,2,Renault,1901,80,1981,4
2020,2,Williams,1532,80,1574,8
2020,3,Alfa Romeo,1762,80,1644,8
2020,3,AlphaTauri,1848,111,1752,7
2020,3,Ferrari,2252,80,2158,3
2020,3,Haas F1 Team,1666,80,1797,6
2020,3,McLaren,2040,80,1947,5
2020,3,Mercedes,2528,80,2570,0
2020,3,Racing Point,2014,80,2205,2
2020,3,Red Bull,2336,80,2378,1
2020,3,Renault,1922,80,2001,4
2020,3,Williams,1516,80,1456,9
2020,4,Alfa Romeo,1736,80,1637,8
2020,4,AlphaTauri,1868,100,1913,5
2020,4,Ferrari,2251,80,2248,2
2020,4,Haas F1 Team,1630,80,1489,9
2020,4,McLaren,2036,80,2022,4
2020,4,Mercedes,2538,80,2577,0
2020,4,Racing Point,1980,80,1859,6
2020,4,Red Bull,2346,80,2378,1
2020,4,Renault,1954,80,2091,3
2020,4,Williams,1550,80,1692,7
2020,5,Alfa Romeo,1734,80,1725,7
2020,5,AlphaTauri,1859,94,1833,6
2020,5,Ferrari,2251,80,2249,2
2020,5,Haas F1 Team,1625,80,1607,8
2020,5,McLaren,2015,80,1940,5
2020,5,Mercedes,2517,80,2434,1
2020,5,Racing Point,2007,80,2098,3
2020,5,Red Bull,2381,80,2528,0
2020,5,Renault,1966,80,2007,4
2020,5,Williams,1531,80,1462,9
2020,6,Alfa Romeo,1731,80,1721,7
2020,6,AlphaTauri,1872,89,1914,5
2020,6,Ferrari,2212,80,2055,4
2020,6,Haas F1 Team,1619,80,1601,8
2020,6,McLaren,2035,80,2106,3
2020,6,Mercedes,2529,80,2576,0
2020,6,Racing Point,2047,80,2208,2
2020,6,Red Bull,2385,80,2398,1
2020,6,Renault,1942,80,1849,6
2020,6,Williams,1514,80,1449,9
2020,7,Alfa Romeo,1748,80,1811,6
2020,7,AlphaTauri,1900,86,2002,4
2020,7,Ferrari,2150,80,1772,7
2020,7,Haas F1 Team,1614,80,1596,8
2020,7,McLaren,2051,80,2112,3
2020,7,Mercedes,2541,80,2584,0
2020,7,Racing Point,2025,80,1949,5
2020,7,Red Bull,2388,80,2398,1
2020,7,Renault,1987,80,2200,2
2020,7,Williams,1498,80,1438,9
2020,8,Alfa Romeo,1744,80,1731,7
2020,8,AlphaTauri,1962,84,2499,0
2020,8,Ferrari,2074,80,1506,9
2020,8,Haas F1 Team,1650,80,1804,6
2020,8,McLaren,2098,80,2330,1
2020,8,Mercedes,2488,80,2176,3
2020,8,Racing Point,2062,80,2203,2
2020,8,Red Bull,2329,80,1661,8
2020,8,Renault,1996,80,2023,4
2020,8,Williams,1553,80,1894,5
2020,9,Alfa Romeo,1745,80,1749,7
2020,9,AlphaTauri,1961,83,1957,5
2020,9,Ferrari,2026,80,1894,6
2020,9,Haas F1 Team,1619,80,1500,9
2020,9,McLaren,2087,80,2050,4
2020,9,Mercedes,2501,80,2541,0
2020,9,Racing Point,2074,80,2117,3
2020,9,Red Bull,2335,80,2355,1
2020,9,Renault,2034,80,2192,2
2020,9,Williams,1566,80,1605,8
2020,10,Alfa Romeo,1764,80,1839,6
2020,10,AlphaTauri,1959,82,1955,5
2020,10,Ferrari,2029,80,2037,4
2020,10,Haas F1 Team,1641,80,1721,7
2020,10,McLaren,2029,80,1680,8
2020,10,Mercedes,2512,80,2551,0
2020,10,Racing Point,2101,80,2201,2
2020,10,Red Bull,2341,80,2359,1
2020,10,Renault,2052,80,2112,3
2020,10,Williams,1545,80,1475,9
2020,11,Alfa Romeo,1742,80,1652,8
2020,11,AlphaTauri,1958,81,1955,5
2020,11,Ferrari,1997,80,1888,6
2020,11,Haas F1 Team,1661,80,1730,7
2020,11,McLaren,2031,80,2037,4
2020,11,Mercedes,2523,80,2560,0
2020,11,Racing Point,2105,80,2122,3
2020,11,Red Bull,2346,80,2364,1
2020,11,Renault,2082,80,2198,2
2020,11,Williams,1528,80,1469,9
2020,12,Alfa Romeo,1743,80,1746,7
2020,12,AlphaTauri,1988,81,2103,3
2020,12,Ferrari,2039,80,2194,2
2020,12,Haas F1 Team,1627,80,1496,9
2020,12,McLaren,2033,80,2038,4
2020,12,Mercedes,2533,80,2569,0
2020,12,Racing Point,2079,80,1975,5
2020,12,Red Bull,2351,80,2369,1
2020,12,Renault,2044,80,1892,6
2020,12,Williams,1543,80,1595,8
2020,13,Alfa Romeo,1762,80,1840,6
2020,13,AlphaTauri,2028,81,2192,2
2020,13,Ferrari,2057,80,2113,3
2020,13,Haas F1 Team,1625,80,1616,8
2020,13,McLaren,2018,80,1967,5
2020,13,Mercedes,2542,80,2577,0
2020,13,Racing Point,2072,80,2046,4
2020,13,Red Bull,2291,80,1531,9
2020,13,Renault,2094,80,2313,1
2020,13,Williams,1576,80,1708,7
2020,14,Alfa Romeo,1762,80,1762,7
2020,14,AlphaTauri,2000,80,1901,6
2020,14,Ferrari,2089,80,2203,2
2020,14,Haas F1 Team,1598,80,1499,9
2020,14,McLaren,2039,80,2118,3
2020,14,Mercedes,2549,80,2576,0
2020,14,Racing Point,2114,80,2309,1
2020,14,Red Bull,2243,80,2081,4
2020,14,Renault,2069,80,1988,5
2020,14,Williams,1585,80,1616,8
2020,15,Alfa Romeo,1762,80,1760,7
2020,15,AlphaTauri,2026,80,2118,3
2020,15,Ferrari,2067,80,1990,5
2020,15,Haas F1 Team,1603,80,1617,8
2020,15,McLaren,2072,80,2200,2
2020,15,Mercedes,2555,80,2578,0
2020,15,Racing Point,2050,80,1541,9
2020,15,Red Bull,2266,80,2332,1
2020,15,Renault,2066,80,2058,4
2020,15,Williams,1629,80,1834,6
2020,16,Alfa Romeo,1763,80,1767,7
2020,16,AlphaTauri,2031,80,2049,4
2020,16,Ferrari,2033,80,1909,6
2020,16,Haas F1 Team,1608,80,1630,8
2020,16,McLaren,2099,80,2202,2
2020,16,Mercedes,2499,80,2013,5
2020,16,Racing Point,2121,80,2471,0
2020,16,Red Bull,2239,80,2153,3
2020,16,Renault,2111,80,2304,1
2020,16,Williams,1602,80,1509,9
2020,17,Alfa Romeo,1784,80,1867,6
2020,17,AlphaTauri,2038,80,2063,4
2020,17,Ferrari,1990,80,1816,7
2020,17,Haas F1 Team,1586,80,1499,9
2020,17,McLaren,2124,80,2215,2
2020,17,Mercedes,2473,80,2391,1
2020,17,Racing Point,2090,80,2006,5
2020,17,Red Bull,2286,80,2470,0
2020,17,Renault,2119,80,2143,3
2020,17,Williams,1608,80,1627,8
2021,1,Alfa Romeo,1777,80,1754,6
2021,1,AlphaTauri,2022,80,1960,4
2021,1,Alpine F1 Team,1614,171,1636,7
2021,1,Aston Martin,1768,171,1823,5
2021,1,Ferrari,2003,80,2045,3
2021,1,Haas F1 Team,1552,80,1406,9
2021,1,McLaren,2133,80,2169,2
2021,1,Mercedes,2484,80,2520,0
2021,1,Red Bull,2294,80,2318,1
2021,1,Williams,1596,80,1555,8
2021,2,Alfa Romeo,1759,80,1684,7
2021,2,AlphaTauri,2010,80,1967,4
2021,2,Alpine F1 Team,1675,130,1744,6
2021,2,Aston Martin,1803,130,1842,5
2021,2,Ferrari,2015,80,2054,3
2021,2,Haas F1 Team,1550,80,1546,8
2021,2,McLaren,2142,80,2175,2
2021,2,Mercedes,2460,80,2374,1
2021,2,Red Bull,2330,80,2471,0
2021,2,Williams,1564,80,1434,9
2021,3,Alfa Romeo,1758,80,1757,6
2021,3,AlphaTauri,1986,80,1889,5
2021,3,Alpine F1 Team,1755,111,1929,4
2021,3,Aston Martin,1760,111,1678,7
2021,3,Ferrari,2025,80,2061,3
2021,3,Haas F1 Team,1525,80,1427,9
2021,3,McLaren,2151,80,2183,2
2021,3,Mercedes,2473,80,2519,0
2021,3,Red Bull,2333,80,2340,1
2021,3,Williams,1561,80,1550,8
2021,4,Alfa Romeo,1742,80,1680,7
2021,4,AlphaTauri,1964,80,1882,5
2021,4,Alpine F1 Team,1810,100,1932,4
2021,4,Aston Martin,1761,100,1762,6
2021,4,Ferrari,2052,80,2161,2
2021,4,Haas F1 Team,1503,80,1419,9
2021,4,McLaren,2138,80,2086,3
2021,4,Mercedes,2485,80,2529,0
2021,4,Red Bull,2335,80,2344,1
2021,4,Williams,1558,80,1549,8
2021,5,Alfa Romeo,1729,80,1678,7
2021,5,AlphaTauri,1965,80,1966,4
2021,5,Alpine F1 Team,1799,94,1773,6
2021,5,Aston Martin,1819,94,2031,3
2021,5,Ferrari,2095,80,2289,1
2021,5,Haas F1 Team,1483,80,1409,9
2021,5,McLaren,2147,80,2184,2
2021,5,Mercedes,2426,80,1914,5
2021,5,Red Bull,2366,80,2492,0
2021,5,Williams,1556,80,1547,8
2021,6,Alfa Romeo,1737,80,1766,6
2021,6,AlphaTauri,2002,80,2169,2
2021,6,Alpine F1 Team,1815,89,1863,5
2021,6,Aston Martin,1895,89,2284,1
2021,6,Ferrari,2094,80,2092,3
2021,6,Haas F1 Team,1493,80,1528,8
2021,6,McLaren,2120,80,2008,4
2021,6,Mercedes,2349,80,1722,7
2021,6,Red Bull,2392,80,2489,0
2021,6,Williams,1529,80,1418,9
2021,7,Alfa Romeo,1708,80,1587,8
2021,7,AlphaTauri,2019,80,2078,3
2021,7,Alpine F1 Team,1849,86,1968,4
2021,7,Aston Martin,1895,86,1897,5
2021,7,Ferrari,2048,80,1837,6
2021,7,Haas F1 Team,1474,80,1402,9
2021,7,McLaren,2134,80,2188,2
2021,7,Mercedes,2346,80,2339,1
2021,7,Red Bull,2411,80,2481,0
2021,7,Williams,1554,80,1651,7
2021,8,Alfa Romeo,1703,80,1686,7
2021,8,AlphaTauri,1982,80,1832,6
2021,8,Alpine F1 Team,1859,84,1890,5
2021,8,Aston Martin,1917,84,1979,4
2021,8,Ferrari,2057,80,2085,3
2021,8,Haas F1 Team,1486,80,1529,8
2021,8,McLaren,2146,80,2190,2
2021,8,Mercedes,2345,80,2341,1
2021,8,Red Bull,2428,80,2491,0
2021,8,Williams,1526,80,1418,9
2021,9,Alfa Romeo,1678,80,1577,8
2021,9,AlphaTauri,1984,80,1993,4
2021,9,Alpine F1 Team,1866,83,1892,5
2021,9,Aston Martin,1874,83,1720,7
2021,9,Ferrari,2064,80,2087,3
2021,9,Haas F1 Team,1467,80,1396,9
2021,9,McLaren,2156,80,2195,2
2021,9,Mercedes,2345,80,2345,1
2021,9,Red Bull,2443,80,2502,0
2021,9,Williams,1569,80,1754,6
2021,10,Alfa Romeo,1678,80,1675,7
2021,10,AlphaTauri,1968,80,1909,5
2021,10,Alpine F1 Team,1903,82,2059,3
2021,10,Aston Martin,1898,82,1973,4
2021,10,Ferrari,2106,80,2295,1
2021,10,Haas F1 Team,1452,80,1391,9
2021,10,McLaren,2165,80,2199,2
2021,10,Mercedes,2374,80,2484,0
2021,10,Red Bull,2384,80,1611,8
2021,10,Williams,1608,80,1753,6
2021,11,Alfa Romeo,1699,80,1782,6
2021,11,AlphaTauri,1992,80,2085,3
2021,11,Alpine F1 Team,1963,81,2431,0
2021,11,Aston Martin,1834,81,1465,9
2021,11,Ferrari,2127,80,2198,2
2021,11,Haas F1 Team,1468,80,1529,8
2021,11,McLaren,2111,80,1746,7
2021,11,Mercedes,2370,80,2356,1
2021,11,Red Bull,2311,80,1956,5
2021,11,Williams,1666,80,1963,4
2021,12,Alfa Romeo,1679,80,1605,8
2021,12,AlphaTauri,1978,80,1928,5
2021,12,Alpine F1 Team,1933,81,1840,6
2021,12,Aston Martin,1871,81,1983,4
2021,12,Ferrari,2070,80,1759,7
2021,12,Haas F1 Team,1456,80,1411,9
2021,12,McLaren,2110,80,2104,3
2021,12,Mercedes,2342,80,2233,2
2021,12,Red Bull,2348,80,2445,0
2021,12,Williams,1736,80,2261,1
2021,13,Alfa Romeo,1686,80,1711,7
2021,13,AlphaTauri,2013,80,2158,2
2021,13,Alpine F1 Team,1947,81,1989,4
2021,13,Aston Martin,1861,81,1830,6
2021,13,Ferrari,2074,80,2087,3
2021,13,Haas F1 Team,1446,80,1408,9
2021,13,McLaren,2074,80,1940,5
2021,13,Mercedes,2338,80,2323,1
2021,13,Red Bull,2374,80,2452,0
2021,13,Williams,1706,80,1622,8
2021,14,Alfa Romeo,1691,80,1708,7
2021,14,AlphaTauri,1952,80,1491,9
2021,14,Alpine F1 Team,1940,80,1919,5
2021,14,Aston Martin,1888,80,1981,4
2021,14,Ferrari,2096,80,2172,2
2021,14,Haas F1 Team,1467,80,1548,8
2021,14,McLaren,2131,80,2412,0
2021,14,Mercedes,2335,80,2326,1
2021,14,Red Bull,2323,80,2129,3
2021,14,Williams,1730,80,1801,6
2021,15,Alfa Romeo,1727,80,1887,5
2021,15,AlphaTauri,1890,80,1654,8
2021,15,Alpine F1 Team,1952,80,1995,4
2021,15,Aston Martin,1858,80,1751,7
2021,15,Ferrari,2115,80,2178,2
2021,15,Haas F1 Team,1456,80,1417,9
2021,15,McLaren,2124,80,2101,3
2021,15,Mercedes,2357,80,2443,0
2021,15,Red Bull,2321,80,2316,1
2021,15,Williams,1749,80,1810,6
2021,16,Alfa Romeo,1726,80,1725,7
2021,16,AlphaTauri,1934,80,2062,3
2021,16,Alpine F1 Team,1929,80,1841,6
2021,16,Aston Martin,1868,80,1902,5
2021,16,Ferrari,2129,80,2181,2
2021,16,Haas F1 Team,1447,80,1413,9
2021,16,McLaren,2099,80,2017,4
2021,16,Mercedes,2377,80,2454,0
2021,16,Red Bull,2321,80,2319,1
2021,16,Williams,1723,80,1632,8
2021,17,Alfa Romeo,1743,80,1806,6
2021,17,AlphaTauri,1948,80,1989,4
2021,17,Alpine F1 Team,1873,80,1499,9
2021,17,Aston Martin,1876,80,1904,5
2021,17,Ferrari,2141,80,2185,2
2021,17,Haas F1 Team,1469,80,1558,8
2021,17,McLaren,2098,80,2094,3
2021,17,Mercedes,2368,80,2336,1
2021,17,Red Bull,2349,80,2450,0
2021,17,Williams,1723,80,1722,7
2021,18,Alfa Romeo,1771,80,1885,5
2021,18,AlphaTauri,1992,80,2162,2
2021,18,Alpine F1 Team,1862,80,1828,6
2021,18,Aston Martin,1898,80,1979,4
2021,18,Ferrari,2133,80,2103,3
2021,18,Haas F1 Team,1459,80,1422,9
2021,18,McLaren,2046,80,1768,7
2021,18,Mercedes,2362,80,2339,1
2021,18,Red Bull,2373,80,2463,0
2021,18,Williams,1702,80,1627,8
2021,19,Alfa Romeo,1764,80,1735,7
2021,19,AlphaTauri,2011,80,2076,3
2021,19,Alpine F1 Team,1888,80,1979,4
2021,19,Aston Martin,1884,80,1836,6
2021,19,Ferrari,2144,80,2187,2
2021,19,Haas F1 Team,1450,80,1416,9
2021,19,McLaren,2019,80,1932,5
2021,19,Mercedes,2384,80,2470,0
2021,19,Red Bull,2366,80,2342,1
2021,19,Williams,1685,80,1624,8
2021,20,Alfa Romeo,1757,80,1731,7
2021,20,AlphaTauri,1977,80,1851,6
2021,20,Alpine F1 Team,1937,80,2157,2
2021,20,Aston Martin,1919,80,2063,3
2021,20,Ferrari,2120,80,2022,4
2021,20,Haas F1 Team,1472,80,1558,8
2021,20,McLaren,1998,80,1929,5
2021,20,Mercedes,2404,80,2480,0
2021,20,Red Bull,2361,80,2344,1
2021,20,Williams,1646,80,1474,9
2021,21,Alfa Romeo,1769,80,1814,6
2021,21,AlphaTauri,1981,80,1995,4
2021,21,Alpine F1 Team,1983,80,2155,2
2021,21,Aston Martin,1885,80,1755,7
2021,21,Ferrari,2085,80,1941,5
2021,21,Haas F1 Team,1461,80,1418,9
2021,21,McLaren,2015,80,2074,3
2021,21,Mercedes,2421,80,2489,0
2021,21,Red Bull,2357,80,2343,1
2021,21,Williams,1637,80,1603,8
2021,22,Alfa Romeo,1722,80,1482,9
2021,22,AlphaTauri,2001,80,2072,3
2021,22,Alpine F1 Team,1969,80,1926,5
2021,22,Aston Martin,1874,80,1836,6
2021,22,Ferrari,2105,80,2176,2
2021,22,Haas F1 Team,1500,80,1677,7
2021,22,McLaren,2013,80,2003,4
2021,22,Mercedes,2408,80,2359,1
2021,22,Red Bull,2382,80,2479,0
2021,22,Williams,1628,80,1599,8
2022,1,Alfa Romeo,1815,171,1854,3
2022,1,AlphaTauri,1698,171,1688,5
2022,1,Alpine F1 Team,1768,171,1774,4
2022,1,Aston Martin,1606,171,1591,6
2022,1,Ferrari,2202,171,2281,0
2022,1,Haas F1 Team,1875,171,1949,2
2022,1,McLaren,1436,171,1374,8
2022,1,Mercedes,2089,171,2115,1
2022,1,Red Bull,1328,171,1199,9
2022,1,Williams,1491,171,1477,7
2022,2,Alfa Romeo,1669,130,1515,7
2022,2,AlphaTauri,1688,130,1677,5
2022,2,Alpine F1 Team,1808,130,1853,3
2022,2,Aston Martin,1508,130,1390,8
2022,2,Ferrari,2172,130,2143,1
2022,2,Haas F1 Team,1737,130,1612,6
2022,2,McLaren,1588,130,1732,4
2022,2,Mercedes,2047,130,2001,2
2022,2,Red Bull,1862,130,2220,0
2022,2,Williams,1375,130,1234,9
2022,3,Alfa Romeo,1679,111,1691,5
2022,3,AlphaTauri,1666,111,1623,6
2022,3,Alpine F1 Team,1798,111,1779,4
2022,3,Aston Martin,1478,111,1430,8
2022,3,Ferrari,2202,111,2255,0
2022,3,Haas F1 Team,1594,111,1328,9
2022,3,McLaren,1689,111,1829,3
2022,3,Mercedes,2023,111,1977,2
2022,3,Red Bull,1987,111,2048,1
2022,3,Williams,1425,111,1501,7
2022,4,Alfa Romeo,1731,100,1841,3
2022,4,AlphaTauri,1673,100,1690,5
2022,4,Alpine F1 Team,1714,100,1347,9
2022,4,Aston Martin,1513,100,1595,6
2022,4,Ferrari,2116,100,1817,4
2022,4,Haas F1 Team,1570,100,1536,7
2022,4,McLaren,1786,100,2045,1
2022,4,Mercedes,2012,100,1985,2
2022,4,Red Bull,2070,100,2219,0
2022,4,Williams,1424,100,1422,8
2022,5,Alfa Romeo,1766,94,1857,3
2022,5,AlphaTauri,1645,94,1559,7
2022,5,Alpine F1 Team,1734,94,1778,4
2022,5,Aston Martin,1539,94,1611,6
2022,5,Ferrari,2113,94,2105,1
2022,5,Haas F1 Team,1506,94,1343,9
2022,5,McLaren,1698,94,1483,8
2022,5,Mercedes,2005,94,1988,2
2022,5,Red Bull,2116,94,2220,0
2022,5,Williams,1482,94,1676,5
2022,6,Alfa Romeo,1789,89,1856,3
2022,6,AlphaTauri,1640,89,1623,6
2022,6,Alpine F1 Team,1745,89,1773,4
2022,6,Aston Martin,1539,89,1537,7
2022,6,Ferrari,2084,89,2007,2
2022,6,Haas F1 Team,1490,89,1451,8
2022,6,McLaren,1698,89,1698,5
2022,6,Mercedes,2024,89,2087,1
2022,6,Red Bull,2147,89,2236,0
2022,6,Williams,1444,89,1335,9
2022,7,Alfa Romeo,1771,86,1711,5
2022,7,AlphaTauri,1620,86,1546,7
2022,7,Alpine F1 Team,1753,86,1778,4
2022,7,Aston Martin,1554,86,1605,6
2022,7,Ferrari,2090,86,2108,1
2022,7,Haas F1 Team,1451,86,1327,9
2022,7,McLaren,1739,86,1852,3
2022,7,Mercedes,2018,86,1997,2
2022,7,Red Bull,2172,86,2248,0
2022,7,Williams,1441,86,1431,8
2022,8,Alfa Romeo,1741,84,1636,6
2022,8,AlphaTauri,1672,84,1944,2
2022,8,Alpine F1 Team,1759,84,1781,4
2022,8,Aston Martin,1604,84,1841,3
2022,8,Ferrari,2021,84,1353,9
