season,round,engine,rating_mu,rating_sig,perf_score,place
1990,8,Larrousse,1562,80,1759,3
1990,8,Leyton House,1464,89,1400,10
1990,8,Ligier,1511,80,1549,7
1990,8,Minardi,1475,80,1452,9
1990,8,Renault,1861,84,1945,1
1990,8,Team Lotus,1611,80,1348,11
1990,9,Arrows,1619,80,1617,6
1990,9,Brabham,1516,80,1356,11
1990,9,Dallara,1412,80,1247,12
1990,9,Ferrari,1944,80,1970,1
1990,9,Ford,1731,80,1785,3
1990,9,Honda,1999,80,2092,0
1990,9,Larrousse,1540,80,1474,9
1990,9,Leyton House,1524,86,1705,4
1990,9,Ligier,1523,80,1561,7
1990,9,Minardi,1460,80,1413,10
1990,9,Onyx,1523,80,1517,8
1990,9,Renault,1864,83,1874,2
1990,9,Team Lotus,1624,80,1664,5
1990,10,AGS,1400,82,1439,9
1990,10,Arrows,1627,80,1658,5
1990,10,Brabham,1464,80,1231,12
1990,10,Dallara,1449,80,1589,6
1990,10,Ferrari,1880,80,1345,11
1990,10,Ford,1691,80,1519,8
1990,10,Honda,1997,80,1989,1
1990,10,Larrousse,1587,80,1768,3
1990,10,Leyton House,1572,84,1704,4
1990,10,Ligier,1528,80,1550,7
1990,10,Minardi,1445,80,1392,10
1990,10,Renault,1905,82,2080,0
1990,10,Team Lotus,1668,80,1848,2
1990,11,Arrows,1635,80,1664,5
1990,11,Brabham,1448,80,1396,10
1990,11,Dallara,1422,80,1326,11
1990,11,Ferrari,1901,80,1961,1
1990,11,Ford,1713,80,1793,2
1990,11,Honda,2018,80,2101,0
1990,11,Larrousse,1616,80,1714,4
1990,11,Leyton House,1623,83,1793,2
1990,11,Ligier,1534,80,1557,7
1990,11,Minardi,1457,80,1500,8
1990,11,Osella,1380,80,1441,9
1990,11,Renault,1839,81,1243,12
1990,11,Team Lotus,1657,80,1619,6
1990,12,AGS,1435,81,1563,7
1990,12,Arrows,1654,80,1728,4
1990,12,Brabham,1430,80,1370,11
1990,12,Dallara,1468,80,1661,5
1990,12,Ferrari,1917,80,1967,1
1990,12,Ford,1731,80,1793,3
1990,12,Honda,2037,80,2109,0
1990,12,Larrousse,1588,80,1490,9
1990,12,Leyton House,1601,82,1537,8
1990,12,Ligier,1552,80,1620,6
1990,12,Minardi,1412,80,1205,13
1990,12,Osella,1388,80,1418,10
1990,12,Renault,1849,81,1875,2
1990,12,Team Lotus,1601,80,1318,12
1990,13,AGS,1392,81,1230,12
1990,13,Arrows,1668,80,1725,4
1990,13,Brabham,1423,80,1398,10
1990,13,Dallara,1466,80,1458,9
1990,13,Ferrari,1953,80,2094,0
1990,13,Ford,1758,80,1863,2
1990,13,Honda,2029,80,2000,1
1990,13,Larrousse,1572,80,1520,8
1990,13,Leyton House,1593,81,1569,7
1990,13,Ligier,1574,80,1662,5
1990,13,Minardi,1452,80,1601,6
1990,13,Renault,1839,81,1809,3
1990,13,Team Lotus,1547,80,1347,11
1990,14,AGS,1444,81,1655,5
1990,14,Arrows,1660,80,1628,6
1990,14,Brabham,1382,80,1200,13
1990,14,Dallara,1456,80,1423,10
1990,14,Ferrari,1985,80,2107,0
1990,14,Ford,1716,80,1540,8
1990,14,Honda,1972,80,1497,9
1990,14,Larrousse,1623,80,1856,2
1990,14,Leyton House,1621,81,1723,4
1990,14,Ligier,1612,80,1783,3
1990,14,Minardi,1418,80,1302,12
1990,14,Osella,1382,80,1360,11
1990,14,Renault,1868,80,1969,1
1990,14,Team Lotus,1553,80,1570,7
1990,15,Arrows,1662,80,1672,5
1990,15,Brabham,1374,80,1343,10
1990,15,Dallara,1463,80,1489,8
1990,15,Ferrari,1925,80,1583,7
1990,15,Ford,1763,80,1952,1
1990,15,Honda,1898,80,1273,11
1990,15,Larrousse,1688,80,2066,0
1990,15,Leyton House,1585,81,1446,9
1990,15,Ligier,1646,80,1785,3
1990,15,Minardi,1473,80,1709,4
1990,15,Renault,1872,80,1887,2
1990,15,Team Lotus,1566,80,1607,6
1990,16,AGS,1444,80,1441,9
1990,16,Brabham,1415,80,1592,6
1990,16,Dallara,1470,80,1495,8
1990,16,Ferrari,1960,80,2069,0
1990,16,Ford,1786,80,1859,2
1990,16,Honda,1914,80,1955,1
1990,16,Larrousse,1613,80,1228,12
1990,16,Leyton House,1535,80,1327,11
1990,16,Ligier,1651,80,1668,5
1990,16,Minardi,1523,80,1708,4
1990,16,Osella,1413,80,1540,7
1990,16,Renault,1858,80,1808,3
1990,16,Team Lotus,1530,80,1396,10
1991,1,AGS,1492,80,1692,5
1991,1,Brabham,1447,80,1559,8
1991,1,Dallara,1424,80,1199,14
1991,1,Ferrari,1967,80,1986,1
1991,1,Footwork,1436,171,1424,11
1991,1,Ford,1807,80,1880,2
1991,1,Honda,1955,80,2090,0
1991,1,Jordan,1594,171,1611,7
1991,1,Lambo,1715,171,1756,4
1991,1,Larrousse,1662,80,1795,3
1991,1,Leyton House,1502,80,1389,12
1991,1,Ligier,1599,80,1324,13
1991,1,Minardi,1553,80,1644,6
1991,1,Renault,1804,80,1492,10
1991,1,Team Lotus,1528,80,1522,9
1991,2,AGS,1441,80,1248,12
1991,2,Brabham,1471,80,1555,7
1991,2,Dallara,1462,80,1603,6
1991,2,Ferrari,1951,80,1899,2
1991,2,Ford,1755,80,1519,8
1991,2,Honda,1986,80,2093,0
1991,2,Jordan,1558,130,1519,8
1991,2,Larrousse,1606,80,1429,10
1991,2,Leyton House,1469,80,1349,11
1991,2,Ligier,1616,80,1669,5
1991,2,Minardi,1598,80,1780,3
1991,2,Renault,1838,80,1954,1
1991,2,Team Lotus,1566,80,1717,4
1991,3,Brabham,1509,80,1665,5
1991,3,Dallara,1525,80,1948,1
1991,3,Ferrari,1887,80,1278,12
1991,3,Ford,1708,80,1542,8
1991,3,Honda,2014,80,2113,0
1991,3,Jordan,1528,111,1471,9
1991,3,Lambo,1677,130,1637,6
1991,3,Leyton House,1491,80,1567,7
1991,3,Ligier,1642,80,1733,4
1991,3,Lola,1433,171,1415,10
1991,3,Minardi,1648,80,1865,2
1991,3,Renault,1772,80,1386,11
1991,3,Team Lotus,1611,80,1792,3
1991,4,AGS,1392,80,1219,13
1991,4,Brabham,1482,80,1387,11
1991,4,Dallara,1578,80,1767,3
1991,4,Ferrari,1883,80,1871,2
1991,4,Footwork,1377,130,1308,12
1991,4,Ford,1682,80,1599,7
1991,4,Honda,2033,80,2100,0
1991,4,Jordan,1566,100,1665,5
1991,4,Leyton House,1480,80,1442,10
1991,4,Ligier,1659,80,1721,4
1991,4,Lola,1522,130,1621,6
1991,4,Minardi,1625,80,1550,8
1991,4,Renault,1813,80,1934,1
1991,4,Team Lotus,1585,80,1501,9
1991,5,Brabham,1437,80,1248,12
1991,5,Dallara,1601,80,1666,5
1991,5,Ferrari,1823,80,1549,8
1991,5,Footwork,1440,111,1561,7
1991,5,Ford,1744,80,2053,0
1991,5,Honda,1970,80,1445,10
1991,5,Jordan,1627,94,1841,2
1991,5,Leyton House,1507,80,1611,6
1991,5,Ligier,1673,80,1724,4
1991,5,Lola,1505,111,1478,9
1991,5,Minardi,1658,80,1777,3
1991,5,Renault,1845,80,1945,1
1991,5,Team Lotus,1541,80,1362,11
1991,6,Brabham,1461,80,1539,8
1991,6,Dallara,1567,80,1455,10
1991,6,Ferrari,1759,80,1520,9
1991,6,Fondmetal,1199,171,1141,13
1991,6,Footwork,1420,100,1377,11
1991,6,Ford,1727,80,1680,5
1991,6,Honda,1970,80,1970,1
1991,6,Jordan,1681,89,1853,2
1991,6,Leyton House,1468,80,1307,12
1991,6,Ligier,1675,80,1680,5
1991,6,Lola,1578,100,1788,3
1991,6,Minardi,1678,80,1744,4
1991,6,Renault,1888,80,2057,0
1991,6,Team Lotus,1553,80,1594,7
1991,7,Brabham,1427,80,1308,12
1991,7,Dallara,1529,80,1397,11
1991,7,Ferrari,1804,80,1934,1
1991,7,Fondmetal,1341,130,1478,9
1991,7,Footwork,1363,94,1179,13
1991,7,Ford,1696,80,1591,7
1991,7,Honda,1951,80,1888,2
1991,7,Jordan,1710,86,1792,3
1991,7,Leyton House,1517,80,1725,4
1991,7,Ligier,1657,80,1591,7
1991,7,Lola,1542,94,1456,10
1991,7,Minardi,1681,80,1692,5
1991,7,Renault,1925,80,2062,0
1991,7,Team Lotus,1572,80,1635,6
1991,8,Brabham,1449,80,1523,8
1991,8,Dallara,1553,80,1628,6
1991,8,Ferrari,1821,80,1869,2
1991,8,Footwork,1355,89,1332,11
1991,8,Ford,1711,80,1762,3
1991,8,Honda,1955,80,1968,1
1991,8,Jordan,1723,84,1762,3
1991,8,Leyton House,1463,80,1251,12
1991,8,Ligier,1617,80,1437,10
1991,8,Lola,1526,89,1483,9
1991,8,Minardi,1683,80,1690,5
1991,8,Renault,1957,80,2073,0
1991,8,Team Lotus,1575,80,1585,7
1991,9,Brabham,1480,80,1594,7
1991,9,Dallara,1584,80,1697,5
1991,9,Ferrari,1853,80,1963,1
1991,9,Ford,1700,80,1664,6
1991,9,Honda,1944,80,1907,2
1991,9,Jordan,1744,83,1815,3
1991,9,Lambo,1565,111,1283,12
1991,9,Leyton House,1485,80,1547,8
1991,9,Ligier,1646,80,1751,4
1991,9,Lola,1507,86,1448,10
1991,9,Minardi,1635,80,1392,11
1991,9,Renault,1986,80,2095,0
1991,9,Team Lotus,1561,80,1509,9
1991,10,Brabham,1472,80,1446,10
1991,10,Dallara,1544,80,1391,11
1991,10,Ferrari,1862,80,1894,2
1991,10,Ford,1696,80,1679,5
1991,10,Honda,1975,80,2098,0
1991,10,Jordan,1747,82,1761,4
1991,10,Lambo,1542,100,1507,9
1991,10,Leyton House,1542,80,1797,3
1991,10,Ligier,1653,80,1679,5
1991,10,Lola,1463,84,1284,12
1991,10,Minardi,1628,80,1607,7
1991,10,Renault,1988,80,1994,1
1991,10,Team Lotus,1559,80,1554,8
1991,11,Brabham,1528,80,1864,2
1991,11,Dallara,1585,80,1735,4
1991,11,Ferrari,1802,80,1445,10
1991,11,Fondmetal,1453,111,1623,6
1991,11,Ford,1696,80,1696,5
1991,11,Honda,2004,80,2111,0
1991,11,Jordan,1703,81,1502,9
1991,11,Leyton House,1482,80,1251,12
1991,11,Ligier,1641,80,1598,7
1991,11,Lola,1437,83,1348,11
1991,11,Minardi,1610,80,1546,8
1991,11,Renault,1990,80,2000,1
1991,11,Team Lotus,1601,80,1797,3
1991,12,Brabham,1533,80,1549,8
1991,12,Dallara,1600,80,1648,6
1991,12,Ferrari,1823,80,1885,2
1991,12,Fondmetal,1412,100,1343,12
1991,12,Ford,1667,80,1549,8
1991,12,Honda,2003,80,2002,1
1991,12,Jordan,1727,81,1807,3
1991,12,Lambo,1504,94,1417,11
1991,12,Leyton House,1539,80,1736,4
1991,12,Ligier,1635,80,1611,7
1991,12,Lola,1398,82,1245,13
1991,12,Minardi,1628,80,1695,5
1991,12,Renault,2015,80,2116,0
1991,12,Team Lotus,1574,80,1475,10
1991,13,Brabham,1534,80,1535,8
1991,13,Dallara,1543,80,1255,12
1991,13,Ferrari,1839,80,1889,2
1991,13,Footwork,1367,86,1403,10
1991,13,Ford,1662,80,1643,6
1991,13,Honda,2004,80,2007,1
1991,13,Jordan,1720,81,1697,5
1991,13,Leyton House,1586,80,1732,4
1991,13,Ligier,1626,80,1593,7
1991,13,Lola,1384,81,1337,11
1991,13,Minardi,1662,80,1798,3
1991,13,Renault,2038,80,2129,0
1991,13,Team Lotus,1555,80,1488,9
1991,14,Brabham,1556,80,1636,6
1991,14,Dallara,1587,80,1737,4
1991,14,Ferrari,1869,80,1984,1
1991,14,Fondmetal,1450,94,1536,8
1991,14,Footwork,1369,84,1375,11
1991,14,Ford,1649,80,1602,7
1991,14,Honda,1987,80,1924,2
1991,14,Jordan,1716,80,1701,5
1991,14,Leyton House,1632,80,1800,3
1991,14,Ligier,1594,80,1459,10
1991,14,Lola,1349,81,1204,13
1991,14,Minardi,1631,80,1512,9
1991,14,Renault,2060,80,2143,0
1991,14,Team Lotus,1513,80,1327,12
1991,15,Brabham,1600,80,1800,3
1991,15,Dallara,1521,80,1224,13
1991,15,Ferrari,1878,80,1906,2
1991,15,Fondmetal,1474,89,1540,8
1991,15,Footwork,1409,83,1580,7
1991,15,Ford,1669,80,1747,4
1991,15,Honda,2017,80,2135,0
1991,15,Jordan,1661,80,1335,12
1991,15,Leyton House,1647,80,1694,5
1991,15,Ligier,1604,80,1643,6
1991,15,Lola,1354,81,1373,11
1991,15,Minardi,1604,80,1511,9
1991,15,Renault,2054,80,2031,1
1991,15,Team Lotus,1498,80,1450,10
1991,16,Brabham,1566,80,1445,10
1991,16,Dallara,1577,80,1754,3
1991,16,Ferrari,1885,80,1909,2
1991,16,Footwork,1445,82,1578,7
1991,16,Ford,1687,80,1754,3
1991,16,Honda,2043,80,2147,0
1991,16,Jordan,1669,80,1693,5
1991,16,Lambo,1447,89,1266,12
1991,16,Leyton House,1626,80,1552,8
1991,16,Ligier,1563,80,1378,11
1991,16,Minardi,1582,80,1500,9
1991,16,Renault,2049,80,2034,1
1991,16,Team Lotus,1526,80,1630,6
1992,1,Brabham,1567,80,1571,8
1992,1,Dallara,1559,80,1509,10
1992,1,Ferrari,1827,80,1424,12
1992,1,Fondmetal,1441,86,1338,13
1992,1,Footwork,1492,81,1692,5
1992,1,Ford,1725,80,1895,2
1992,1,Honda,2043,80,2042,1
1992,1,Ilmor,1531,171,1537,9
1992,1,Jordan,1668,80,1662,6
1992,1,Larrousse,1608,80,1615,7
1992,1,Ligier,1602,80,1750,4
1992,1,March,1475,80,1244,14
1992,1,Minardi,1557,80,1465,11
1992,1,Renault,2072,80,2166,0
1992,1,Team Lotus,1576,80,1809,3
1992,2,Dallara,1591,80,1698,5
1992,2,Ferrari,1763,80,1490,10
1992,2,Fondmetal,1458,84,1511,9
1992,2,Footwork,1508,81,1559,8
1992,2,Ford,1772,80,1986,1
1992,2,Honda,2022,80,1941,2
1992,2,Ilmor,1659,130,1814,3
1992,2,Jordan,1616,80,1365,12
1992,2,Larrousse,1609,80,1612,7
1992,2,Ligier,1614,80,1655,6
1992,2,March,1426,80,1251,13
1992,2,Minardi,1530,80,1424,11
1992,2,Renault,2093,80,2171,0
1992,2,Team Lotus,1615,80,1753,4
1992,3,Dallara,1616,80,1700,5
1992,3,Ferrari,1798,80,1895,2
1992,3,Fondmetal,1481,83,1559,8
1992,3,Footwork,1559,81,1804,3
1992,3,Ford,1816,80,1989,1
1992,3,Honda,1962,80,1277,13
1992,3,Ilmor,1589,111,1485,10
1992,3,Jordan,1565,80,1369,12
1992,3,Larrousse,1620,80,1656,6
1992,3,Ligier,1577,80,1435,11
1992,3,March,1448,80,1512,9
1992,3,Minardi,1571,80,1746,4
1992,3,Renault,2110,80,2177,0
1992,3,Team Lotus,1615,80,1614,7
1992,4,Dallara,1636,80,1706,5
1992,4,Ferrari,1823,80,1901,2
1992,4,Fondmetal,1499,82,1566,8
1992,4,Footwork,1600,80,1752,4
1992,4,Ford,1854,80,1991,1
1992,4,Honda,1935,80,1853,3
1992,4,Ilmor,1523,100,1371,12
1992,4,Jordan,1508,80,1277,13
1992,4,Larrousse,1584,80,1439,11
1992,4,Ligier,1557,80,1487,10
1992,4,March,1491,80,1649,6
1992,4,Minardi,1581,80,1615,7
1992,4,Renault,2124,80,2179,0
1992,4,Team Lotus,1597,80,1535,9
1992,5,Dallara,1662,80,1758,4
1992,5,Ferrari,1764,80,1498,10
1992,5,Fondmetal,1471,81,1365,12
1992,5,Footwork,1644,80,1814,3
1992,5,Ford,1867,80,1912,2
1992,5,Honda,1954,80,2013,1
1992,5,Ilmor,1561,94,1652,6
1992,5,Jordan,1553,80,1697,5
1992,5,Larrousse,1571,80,1531,9
1992,5,Ligier,1569,80,1612,7
1992,5,March,1508,80,1565,8
1992,5,Minardi,1551,80,1435,11
1992,5,Renault,2137,80,2187,0
1992,5,Team Lotus,1545,80,1278,13
1992,6,Andrea Moda,1461,171,1454,11
1992,6,Dallara,1664,80,1672,6
1992,6,Ferrari,1722,80,1596,8
1992,6,Fondmetal,1445,81,1350,13
1992,6,Footwork,1672,80,1766,4
1992,6,Ford,1879,80,1921,2
1992,6,Honda,1995,80,2153,0
1992,6,Ilmor,1525,89,1423,12
1992,6,Jordan,1539,80,1497,10
1992,6,Larrousse,1617,80,1819,3
1992,6,Ligier,1581,80,1622,7
1992,6,March,1459,80,1254,14
1992,6,Minardi,1584,80,1708,5
1992,6,Renault,2123,80,2066,1
1992,6,Team Lotus,1543,80,1539,9
1992,7,Dallara,1655,80,1623,7
1992,7,Ferrari,1764,80,1901,2
1992,7,Fondmetal,1408,81,1256,13
1992,7,Footwork,1670,80,1667,6
1992,7,Ford,1906,80,2013,1
1992,7,Honda,2030,80,2161,0
1992,7,Ilmor,1577,86,1753,4
1992,7,Jordan,1513,80,1429,11
1992,7,Larrousse,1598,80,1534,9
1992,7,Ligier,1606,80,1705,5
1992,7,March,1521,80,1811,3
1992,7,Minardi,1582,80,1574,8
1992,7,Renault,2065,80,1500,10
1992,7,Team Lotus,1506,80,1365,12
1992,8,Dallara,1658,80,1671,6
1992,8,Ferrari,1724,80,1592,8
1992,8,Fondmetal,1375,80,1249,13
1992,8,Footwork,1692,80,1771,4
1992,8,Ford,1930,80,2022,1
1992,8,Honda,1963,80,1381,12
1992,8,Ilmor,1588,84,1620,7
1992,8,Jordan,1494,80,1429,11
1992,8,Larrousse,1584,80,1535,9
1992,8,Ligier,1647,80,1827,3
1992,8,March,1511,80,1482,10
1992,8,Minardi,1609,80,1711,5
1992,8,Renault,2090,80,2173,0
1992,8,Team Lotus,1567,80,1898,2
1992,9,Brabham,1557,80,1520,10
1992,9,Dallara,1648,80,1608,8
1992,9,Ferrari,1716,80,1694,6
1992,9,Fondmetal,1411,80,1547,9
1992,9,Footwork,1711,80,1784,4
1992,9,Ford,1949,80,2023,1
1992,9,Honda,1958,80,1944,2
1992,9,Ilmor,1601,83,1642,7
1992,9,Jordan,1478,80,1417,12
1992,9,Larrousse,1542,80,1360,13
1992,9,Ligier,1666,80,1731,5
1992,9,March,1459,80,1254,14
1992,9,Minardi,1581,80,1479,11
1992,9,Renault,2110,80,2177,0
1992,9,Team Lotus,1625,80,1833,3
1992,10,Andrea Moda,1345,130,1206,14
1992,10,Dallara,1655,80,1683,6
1992,10,Ferrari,1745,80,1845,3
1992,10,Fondmetal,1418,80,1442,11
1992,10,Footwork,1716,80,1735,5
1992,10,Ford,1949,80,1947,2
1992,10,Honda,1976,80,2035,1
1992,10,Ilmor,1561,82,1405,12
1992,10,Jordan,1482,80,1497,10
1992,10,Larrousse,1543,80,1547,9
1992,10,Ligier,1690,80,1781,4
1992,10,March,1489,80,1583,8
1992,10,Minardi,1593,80,1634,7
1992,10,Renault,2128,80,2191,0
1992,10,Team Lotus,1562,80,1336,13
1992,11,Brabham,1551,80,1532,9
1992,11,Dallara,1624,80,1493,10
1992,11,Ferrari,1755,80,1787,4
1992,11,Fondmetal,1403,80,1349,12
1992,11,Footwork,1719,80,1730,5
1992,11,Ford,1934,80,1876,3
1992,11,Honda,2016,80,2167,0
1992,11,Ilmor,1585,81,1667,6
1992,11,Jordan,1500,80,1570,8
1992,11,Larrousse,1519,80,1430,11
1992,11,Ligier,1632,80,1274,13
1992,11,March,1518,80,1615,7
1992,11,Renault,2117,80,2077,1
1992,11,Team Lotus,1634,80,1909,2
1992,12,Dallara,1655,80,1778,4
1992,12,Ferrari,1694,80,1282,13
1992,12,Fondmetal,1444,80,1616,7
1992,12,Footwork,1712,80,1686,6
1992,12,Ford,1974,80,2162,0
1992,12,Honda,2004,80,1965,2
1992,12,Ilmor,1615,81,1721,5
1992,12,Jordan,1507,80,1533,9
1992,12,Larrousse,1501,80,1435,11
1992,12,Ligier,1576,80,1378,12
1992,12,March,1532,80,1579,8
1992,12,Minardi,1572,80,1495,10
1992,12,Renault,2108,80,2078,1
1992,12,Team Lotus,1687,80,1841,3
1992,13,Dallara,1671,80,1727,5
1992,13,Ferrari,1632,80,1387,12
1992,13,Fondmetal,1453,80,1483,10
1992,13,Footwork,1727,80,1786,4
1992,13,Ford,1991,80,2049,1
1992,13,Honda,2039,80,2175,0
1992,13,Ilmor,1658,81,1840,3
1992,13,Jordan,1522,80,1580,8
1992,13,Larrousse,1534,80,1668,6
1992,13,Ligier,1567,80,1543,9
1992,13,March,1553,80,1625,7
1992,13,Minardi,1524,80,1282,13
1992,13,Renault,2083,80,1982,2
1992,13,Team Lotus,1631,80,1452,11
1992,14,Dallara,1634,80,1482,10
1992,14,Ferrari,1566,80,1317,12
1992,14,Footwork,1739,80,1782,4
1992,14,Ford,1985,80,1965,2
1992,14,Honda,2045,80,2066,1
1992,14,Ilmor,1661,80,1671,6
1992,14,Jordan,1522,80,1521,9
1992,14,Larrousse,1507,80,1405,11
1992,14,Ligier,1601,80,1712,5
1992,14,March,1566,80,1616,7
1992,14,Minardi,1534,80,1568,8
1992,14,Renault,2106,80,2195,0
1992,14,Team Lotus,1681,80,1838,3
1992,15,Dallara,1621,80,1577,8
1992,15,Ferrari,1617,80,1768,4
1992,15,Footwork,1717,80,1632,7
1992,15,Ford,1982,80,1968,2
1992,15,Honda,2051,80,2072,1
1992,15,Ilmor,1697,80,1842,3
1992,15,Jordan,1549,80,1659,6
1992,15,Larrousse,1509,80,1517,9
1992,15,Ligier,1546,80,1312,12
1992,15,March,1546,80,1471,10
1992,15,Minardi,1570,80,1710,5
1992,15,Renault,2128,80,2208,0
1992,15,Team Lotus,1622,80,1415,11
1992,16,Dallara,1601,80,1528,9
1992,16,Ferrari,1681,80,1921,2
1992,16,Footwork,1708,80,1675,6
1992,16,Ford,1998,80,2063,1
1992,16,Honda,2081,80,2201,0
1992,16,Ilmor,1638,80,1320,12
1992,16,Jordan,1588,80,1764,4
1992,16,Larrousse,1500,80,1465,10
1992,16,Ligier,1604,80,1832,3
1992,16,March,1551,80,1568,8
1992,16,Minardi,1580,80,1615,7
1992,16,Renault,2067,80,1424,11
1992,16,Team Lotus,1647,80,1714,5
1993,1,Ferrari,1697,80,1743,4
1993,1,Footwork,1694,80,1638,6
1993,1,Ford,1951,80,1714,5
1993,1,Ilmor,1570,80,1276,11
1993,1,Jordan,1548,80,1386,10
1993,1,Larrousse,1502,80,1511,8
1993,1,Ligier,1670,80,1945,1
1993,1,Lola,1393,80,1553,7
1993,1,Mercedes,1750,171,1798,3
1993,1,Minardi,1627,80,1842,2
1993,1,Renault,2088,80,2151,0
1993,1,Team Lotus,1605,80,1467,9
1993,2,Ferrari,1693,80,1680,5
1993,2,Footwork,1681,80,1630,6
1993,2,Ford,1976,80,2058,0
1993,2,Ilmor,1543,80,1469,9
1993,2,Jordan,1498,80,1292,11
1993,2,Larrousse,1541,80,1715,4
1993,2,Ligier,1700,80,1788,3
1993,2,Lola,1426,80,1551,7
1993,2,Mercedes,1641,130,1530,8
1993,2,Minardi,1581,80,1404,10
1993,2,Renault,2081,80,2058,0
1993,2,Team Lotus,1658,80,1854,2
1993,3,Ferrari,1648,80,1468,9
1993,3,Footwork,1660,80,1576,7
1993,3,Ford,1980,80,1996,1
1993,3,Ilmor,1535,80,1512,8
1993,3,Jordan,1535,80,1656,5
1993,3,Larrousse,1576,80,1712,4
1993,3,Ligier,1640,80,1397,10
1993,3,Lola,1463,80,1601,6
1993,3,Mercedes,1519,111,1284,11
1993,3,Minardi,1624,80,1774,3
1993,3,Renault,2097,80,2154,0
1993,3,Team Lotus,1702,80,1852,2
1993,4,Ferrari,1608,80,1470,9
1993,4,Footwork,1633,80,1525,8
1993,4,Ford,1927,80,1648,5
1993,4,Ilmor,1504,80,1394,10
1993,4,Jordan,1485,80,1295,11
1993,4,Larrousse,1615,80,1769,3
1993,4,Ligier,1704,80,1943,1
1993,4,Lola,1501,80,1648,5
1993,4,Mercedes,1627,100,1841,2
1993,4,Minardi,1645,80,1714,4
1993,4,Renault,2111,80,2163,0
1993,4,Team Lotus,1672,80,1577,7
1993,5,Ferrari,1657,80,1841,2
1993,5,Footwork,1631,80,1622,6
1993,5,Ford,1939,80,1978,1
1993,5,Ilmor,1462,80,1298,11
1993,5,Jordan,1504,80,1562,7
1993,5,Larrousse,1627,80,1666,5
1993,5,Ligier,1724,80,1781,3
1993,5,Lola,1477,80,1396,10
1993,5,Mercedes,1572,94,1473,9
1993,5,Minardi,1662,80,1719,4
1993,5,Renault,2123,80,2164,0
1993,5,Team Lotus,1640,80,1531,8
1993,6,Ferrari,1714,80,1944,1
1993,6,Footwork,1591,80,1403,10
1993,6,Ford,1891,80,1693,5
1993,6,Ilmor,1484,80,1557,7
1993,6,Jordan,1528,80,1608,6
1993,6,Larrousse,1604,80,1523,8
1993,6,Ligier,1739,80,1785,3
1993,6,Lola,1438,80,1286,11
1993,6,Mercedes,1539,89,1463,9
1993,6,Minardi,1699,80,1848,2
1993,6,Renault,2133,80,2174,0
1993,6,Team Lotus,1658,80,1719,4
1993,7,Ferrari,1765,80,1946,1
1993,7,Footwork,1564,80,1465,9
1993,7,Ford,1851,80,1710,4
1993,7,Ilmor,1444,80,1284,11
1993,7,Jordan,1525,80,1514,8
1993,7,Larrousse,1627,80,1710,4
1993,7,Ligier,1765,80,1858,2
1993,7,Lola,1424,80,1378,10
1993,7,Mercedes,1596,86,1773,3
1993,7,Minardi,1683,80,1630,6
1993,7,Renault,2142,80,2177,0
1993,7,Team Lotus,1640,80,1578,7
1993,8,Ferrari,1723,80,1587,7
1993,8,Footwork,1576,80,1618,6
1993,8,Ford,1878,80,1965,1
1993,8,Ilmor,1458,80,1504,8
1993,8,Jordan,1570,80,1775,3
1993,8,Larrousse,1637,80,1674,5
1993,8,Ligier,1786,80,1864,2
1993,8,Lola,1428,80,1442,9
1993,8,Mercedes,1545,84,1393,10
1993,8,Minardi,1694,80,1731,4
1993,8,Renault,2151,80,2183,0
1993,8,Team Lotus,1586,80,1294,11
1993,9,Ferrari,1700,80,1632,6
1993,9,Footwork,1615,80,1777,3
1993,9,Ford,1900,80,1974,1
1993,9,Ilmor,1440,80,1378,10
1993,9,Jordan,1570,80,1568,7
1993,9,Larrousse,1614,80,1524,8
1993,9,Ligier,1776,80,1740,4
1993,9,Lola,1397,80,1271,11
1993,9,Mercedes,1576,83,1664,5
1993,9,Minardi,1652,80,1471,9
1993,9,Renault,2159,80,2190,0
1993,9,Team Lotus,1638,80,1847,2
1993,10,Ferrari,1721,80,1788,3
1993,10,Footwork,1571,80,1394,10
1993,10,Ford,1902,80,1908,1
1993,10,Ilmor,1406,80,1268,11
1993,10,Jordan,1558,80,1518,8
1993,10,Larrousse,1605,80,1574,7
1993,10,Ligier,1803,80,1908,1
1993,10,Lola,1406,80,1438,9
1993,10,Mercedes,1610,82,1719,4
1993,10,Minardi,1646,80,1626,6
1993,10,Renault,2167,80,2198,0
1993,10,Team Lotus,1647,80,1673,5
1993,11,Ferrari,1767,80,1959,1
1993,11,Footwork,1625,80,1852,2
1993,11,Ford,1845,80,1520,8
1993,11,Ilmor,1436,80,1551,7
1993,11,Jordan,1571,80,1616,6
1993,11,Larrousse,1619,80,1671,5
1993,11,Ligier,1803,80,1805,3
1993,11,Lola,1376,80,1256,11
1993,11,Mercedes,1637,81,1724,4
1993,11,Minardi,1620,80,1520,8
1993,11,Renault,2175,80,2205,0
1993,11,Team Lotus,1597,80,1391,10
1993,12,Ferrari,1749,80,1691,5
1993,12,Footwork,1587,80,1467,9
1993,12,Ford,1875,80,1971,1
1993,12,Ilmor,1452,80,1505,8
1993,12,Jordan,1522,80,1282,11
1993,12,Larrousse,1621,80,1627,6
1993,12,Ligier,1804,80,1806,3
1993,12,Lola,1412,80,1554,7
1993,12,Mercedes,1657,81,1729,4
1993,12,Minardi,1577,80,1393,10
1993,12,Renault,2182,80,2208,0
