season,round,engine,rating_mu,rating_sig,perf_score,place
2008,9,Mercedes,2486,80,2531,0
2008,9,Renault,1952,80,1832,5
2008,9,Toyota,2084,80,2068,3
2008,10,BMW,2358,80,2353,1
2008,10,Cosworth,1840,80,1853,5
2008,10,Ferrari,2034,80,2147,2
2008,10,Force India,1614,82,1697,6
2008,10,Honda,1860,80,1627,7
2008,10,Mercedes,2498,80,2540,0
2008,10,Renault,1971,80,2041,3
2008,10,Toyota,2058,80,1979,4
2008,11,BMW,2314,80,2103,3
2008,11,Cosworth,1822,80,1753,6
2008,11,Ferrari,2020,80,1968,4
2008,11,Force India,1603,81,1560,7
2008,11,Honda,1858,80,1853,5
2008,11,Mercedes,2509,80,2548,0
2008,11,Renault,2006,80,2140,2
2008,11,Toyota,2105,80,2284,1
2008,12,BMW,2319,80,2336,1
2008,12,Cosworth,1846,80,1938,4
2008,12,Ferrari,2047,80,2154,2
2008,12,Force India,1592,81,1551,7
2008,12,Honda,1835,80,1755,6
2008,12,Mercedes,2518,80,2550,0
2008,12,Renault,1979,80,1881,5
2008,12,Toyota,2097,80,2074,3
2008,13,BMW,2354,80,2494,0
2008,13,Cosworth,1847,80,1851,5
2008,13,Ferrari,2088,80,2266,1
2008,13,Force India,1612,81,1691,6
2008,13,Honda,1791,80,1609,7
2008,13,Mercedes,2474,80,2266,1
2008,13,Renault,1995,80,2050,3
2008,13,Toyota,2072,80,1983,4
2008,14,BMW,2354,80,2352,1
2008,14,Cosworth,1847,80,1849,5
2008,14,Ferrari,2107,80,2172,2
2008,14,Force India,1600,80,1553,7
2008,14,Honda,1778,80,1735,6
2008,14,Mercedes,2487,80,2532,0
2008,14,Renault,2008,80,2057,3
2008,14,Toyota,2052,80,1981,4
2008,15,BMW,2300,80,2011,4
2008,15,Cosworth,1904,80,2452,0
2008,15,Ferrari,2057,80,1824,5
2008,15,Force India,1588,80,1543,7
2008,15,Honda,1788,80,1824,5
2008,15,Mercedes,2466,80,2391,1
2008,15,Renault,2027,80,2099,2
2008,15,Toyota,2062,80,2099,2
2008,16,BMW,2337,80,2465,0
2008,16,Cosworth,1917,80,1957,4
2008,16,Ferrari,2086,80,2180,1
2008,16,Force India,1578,80,1541,7
2008,16,Honda,1778,80,1740,6
2008,16,Mercedes,2405,80,1915,5
2008,16,Renault,2057,80,2180,1
2008,16,Toyota,2064,80,2069,3
2008,17,BMW,2336,80,2333,1
2008,17,Cosworth,1885,80,1770,6
2008,17,Ferrari,2106,80,2175,2
2008,17,Force India,1569,80,1534,7
2008,17,Honda,1793,80,1850,5
2008,17,Mercedes,2425,80,2485,0
2008,17,Renault,2054,80,2042,3
2008,17,Toyota,2059,80,2042,3
2008,18,BMW,2282,80,2026,4
2008,18,Cosworth,1881,80,1869,5
2008,18,Ferrari,2159,80,2434,0
2008,18,Force India,1560,80,1527,7
2008,18,Honda,1782,80,1740,6
2008,18,Mercedes,2410,80,2359,1
2008,18,Renault,2078,80,2172,2
2008,18,Toyota,2064,80,2081,3
2009,1,BMW,2242,80,2109,3
2009,1,Ferrari,2117,80,1966,4
2009,1,Mercedes,2372,80,2232,2
2009,1,Renault,2115,80,2276,1
2009,1,Toyota,2114,80,2413,0
2009,2,BMW,2282,80,2416,0
2009,2,Ferrari,2082,80,1966,4
2009,2,Mercedes,2339,80,2219,2
2009,2,Renault,2108,80,2082,3
2009,2,Toyota,2149,80,2270,1
2009,3,BMW,2225,80,1990,4
2009,3,Ferrari,2103,80,2170,2
2009,3,Mercedes,2334,80,2315,1
2009,3,Renault,2156,80,2395,0
2009,3,Toyota,2135,80,2089,3
2009,4,BMW,2173,80,1991,4
2009,4,Ferrari,2098,80,2083,3
2009,4,Mercedes,2308,80,2213,2
2009,4,Renault,2203,80,2391,0
2009,4,Toyota,2164,80,2269,1
2009,5,BMW,2198,80,2273,1
2009,5,Ferrari,2071,80,1970,4
2009,5,Mercedes,2287,80,2209,2
2009,5,Renault,2244,80,2393,0
2009,5,Toyota,2149,80,2097,3
2009,6,BMW,2153,80,1988,4
2009,6,Ferrari,2124,80,2379,0
2009,6,Mercedes,2270,80,2207,2
2009,6,Renault,2254,80,2289,1
2009,6,Toyota,2137,80,2094,3
2009,7,BMW,2160,80,2181,2
2009,7,Ferrari,2090,80,1976,4
2009,7,Mercedes,2240,80,2113,3
2009,7,Renault,2261,80,2286,1
2009,7,Toyota,2181,80,2380,0
2009,8,BMW,2123,80,1983,4
2009,8,Ferrari,2088,80,2082,3
2009,8,Mercedes,2230,80,2196,2
2009,8,Renault,2267,80,2287,1
2009,8,Toyota,2223,80,2384,0
2009,9,BMW,2090,80,1973,4
2009,9,Ferrari,2086,80,2080,3
2009,9,Mercedes,2223,80,2194,2
2009,9,Renault,2294,80,2403,0
2009,9,Toyota,2236,80,2280,1
2009,10,BMW,2063,80,1960,4
2009,10,Ferrari,2084,80,2077,3
2009,10,Mercedes,2235,80,2283,1
2009,10,Renault,2275,80,2205,2
2009,10,Toyota,2270,80,2401,0
2009,11,BMW,2085,80,2165,2
2009,11,Ferrari,2058,80,1954,4
2009,11,Mercedes,2267,80,2404,0
2009,11,Renault,2280,80,2296,1
2009,11,Toyota,2236,80,2108,3
2009,12,BMW,2137,80,2383,0
2009,12,Ferrari,2080,80,2164,2
2009,12,Mercedes,2273,80,2294,1
2009,12,Renault,2243,80,2086,3
2009,12,Toyota,2203,80,2086,3
2009,13,BMW,2147,80,2179,2
2009,13,Ferrari,2080,80,2079,3
2009,13,Mercedes,2300,80,2406,0
2009,13,Renault,2253,80,2286,1
2009,13,Toyota,2160,80,1988,4
2009,14,BMW,2134,80,2091,3
2009,14,Ferrari,2056,80,1961,4
2009,14,Mercedes,2280,80,2207,2
2009,14,Renault,2283,80,2405,0
2009,14,Toyota,2186,80,2272,1
2009,15,BMW,2144,80,2179,2
2009,15,Ferrari,2034,80,1952,4
2009,15,Mercedes,2247,80,2112,3
2009,15,Renault,2287,80,2298,1
2009,15,Toyota,2229,80,2395,0
2009,16,BMW,2188,80,2390,0
2009,16,Ferrari,2076,80,2259,1
2009,16,Mercedes,2237,80,2201,2
2009,16,Renault,2253,80,2114,3
2009,16,Toyota,2179,80,1985,4
2009,17,BMW,2229,80,2386,0
2009,17,Ferrari,2051,80,1964,4
2009,17,Mercedes,2211,80,2109,3
2009,17,Renault,2248,80,2232,1
2009,17,Toyota,2192,80,2232,1
2010,1,Cosworth,1871,80,1832,3
2010,1,Ferrari,2046,80,2029,2
2010,1,Mercedes,2235,80,2326,0
2010,1,Renault,2238,80,2201,1
2010,2,Cosworth,1861,80,1824,3
2010,2,Ferrari,2042,80,2027,2
2010,2,Mercedes,2257,80,2336,0
2010,2,Renault,2230,80,2200,1
2010,3,Cosworth,1852,80,1817,3
2010,3,Ferrari,2038,80,2025,2
2010,3,Mercedes,2276,80,2346,0
2010,3,Renault,2224,80,2201,1
2010,4,Cosworth,1843,80,1810,3
2010,4,Ferrari,2035,80,2022,2
2010,4,Mercedes,2292,80,2355,0
2010,4,Renault,2219,80,2201,1
2010,5,Cosworth,1835,80,1803,3
2010,5,Ferrari,2058,80,2154,1
2010,5,Mercedes,2308,80,2365,0
2010,5,Renault,2190,80,2067,2
2010,6,Cosworth,1827,80,1799,3
2010,6,Ferrari,2052,80,2028,2
2010,6,Mercedes,2321,80,2370,0
2010,6,Renault,2191,80,2193,1
2010,7,Cosworth,1820,80,1793,3
2010,7,Ferrari,2074,80,2159,1
2010,7,Mercedes,2333,80,2378,0
2010,7,Renault,2165,80,2061,2
2010,8,Cosworth,1814,80,1789,3
2010,8,Ferrari,2065,80,2032,2
2010,8,Mercedes,2343,80,2384,0
2010,8,Renault,2170,80,2187,1
2010,9,Cosworth,1807,80,1783,3
2010,9,Ferrari,2057,80,2028,2
2010,9,Mercedes,2353,80,2391,0
2010,9,Renault,2174,80,2190,1
2010,10,Cosworth,1801,80,1777,3
2010,10,Ferrari,2050,80,2024,2
2010,10,Mercedes,2362,80,2398,0
2010,10,Renault,2178,80,2192,1
2010,11,Cosworth,1795,80,1772,3
2010,11,Ferrari,2095,80,2323,0
2010,11,Mercedes,2339,80,2246,1
2010,11,Renault,2154,80,2055,2
2010,12,Cosworth,1790,80,1770,3
2010,12,Ferrari,2112,80,2171,1
2010,12,Mercedes,2296,80,2090,2
2010,12,Renault,2188,80,2333,0
2010,13,Cosworth,1786,80,1768,3
2010,13,Ferrari,2127,80,2180,1
2010,13,Mercedes,2312,80,2367,0
2010,13,Renault,2163,80,2071,2
2010,14,Cosworth,1781,80,1765,3
2010,14,Ferrari,2139,80,2184,1
2010,14,Mercedes,2326,80,2375,0
2010,14,Renault,2142,80,2064,2
2010,15,Cosworth,1777,80,1761,3
2010,15,Ferrari,2122,80,2057,2
2010,15,Mercedes,2338,80,2383,0
2010,15,Renault,2152,80,2188,1
2010,16,Cosworth,1773,80,1757,3
2010,16,Ferrari,2161,80,2330,0
2010,16,Mercedes,2318,80,2240,1
2010,16,Renault,2133,80,2059,2
2010,17,Cosworth,1769,80,1754,3
2010,17,Ferrari,2168,80,2194,1
2010,17,Mercedes,2331,80,2379,0
2010,17,Renault,2117,80,2057,2
2010,18,Cosworth,1766,80,1751,3
2010,18,Ferrari,2175,80,2197,1
2010,18,Mercedes,2343,80,2387,0
2010,18,Renault,2103,80,2051,2
2010,19,Cosworth,1762,80,1747,3
2010,19,Ferrari,2152,80,2065,2
2010,19,Mercedes,2354,80,2395,0
2010,19,Renault,2119,80,2180,1
2011,1,Cosworth,1758,80,1744,3
2011,1,Ferrari,2132,80,2058,2
2011,1,Mercedes,2332,80,2247,1
2011,1,Renault,2158,80,2335,0
2011,2,Cosworth,1755,80,1741,3
2011,2,Ferrari,2144,80,2188,1
2011,2,Mercedes,2344,80,2388,0
2011,2,Renault,2137,80,2063,2
2011,3,Cosworth,1751,80,1738,3
2011,3,Ferrari,2141,80,2129,1
2011,3,Mercedes,2355,80,2395,0
2011,3,Renault,2136,80,2129,1
2011,4,Cosworth,1748,80,1735,3
2011,4,Ferrari,2169,80,2282,0
2011,4,Mercedes,2340,80,2282,0
2011,4,Renault,2119,80,2055,2
2011,5,Cosworth,1745,80,1732,3
2011,5,Ferrari,2175,80,2199,1
2011,5,Mercedes,2351,80,2394,0
2011,5,Renault,2104,80,2051,2
2011,6,Cosworth,1741,80,1729,3
2011,6,Ferrari,2208,80,2348,0
2011,6,Mercedes,2330,80,2248,1
2011,6,Renault,2092,80,2045,2
2011,7,Cosworth,1738,80,1726,3
2011,7,Ferrari,2238,80,2355,0
2011,7,Mercedes,2312,80,2245,1
2011,7,Renault,2082,80,2043,2
2011,8,Cosworth,1735,80,1723,3
2011,8,Ferrari,2235,80,2222,1
2011,8,Mercedes,2328,80,2386,0
2011,8,Renault,2073,80,2040,2
2011,9,Cosworth,1732,80,1719,3
2011,9,Ferrari,2261,80,2366,0
2011,9,Mercedes,2311,80,2247,1
2011,9,Renault,2065,80,2035,2
2011,10,Cosworth,1729,80,1716,3
2011,10,Ferrari,2255,80,2231,1
2011,10,Mercedes,2327,80,2389,0
2011,10,Renault,2058,80,2032,2
2011,11,Cosworth,1726,80,1713,3
2011,11,Ferrari,2250,80,2230,1
2011,11,Mercedes,2342,80,2397,0
2011,11,Renault,2052,80,2028,2
2011,12,Cosworth,1722,80,1710,3
2011,12,Ferrari,2217,80,2081,2
2011,12,Mercedes,2355,80,2406,0
2011,12,Renault,2076,80,2175,1
2011,13,Cosworth,1719,80,1708,3
2011,13,Ferrari,2188,80,2075,2
2011,13,Mercedes,2366,80,2409,0
2011,13,Renault,2097,80,2180,1
2011,14,Cosworth,1717,80,1706,3
2011,14,Ferrari,2193,80,2209,1
2011,14,Mercedes,2376,80,2414,0
2011,14,Renault,2086,80,2043,2
2011,15,Cosworth,1714,80,1703,3
2011,15,Ferrari,2197,80,2211,1
2011,15,Mercedes,2385,80,2421,0
2011,15,Renault,2076,80,2037,2
2011,16,Cosworth,1711,80,1700,3
2011,16,Ferrari,2200,80,2212,1
2011,16,Mercedes,2394,80,2427,0
2011,16,Renault,2066,80,2032,2
2011,17,Cosworth,1708,80,1697,3
2011,17,Ferrari,2203,80,2214,1
2011,17,Mercedes,2402,80,2434,0
2011,17,Renault,2058,80,2027,2
2011,18,Cosworth,1705,80,1694,3
2011,18,Ferrari,2205,80,2215,1
2011,18,Mercedes,2410,80,2440,0
2011,18,Renault,2051,80,2022,2
2011,19,Cosworth,1702,80,1691,3
2011,19,Ferrari,2208,80,2217,1
2011,19,Mercedes,2417,80,2446,0
2011,19,Renault,2044,80,2018,2
2012,1,Cosworth,1700,80,1688,3
2012,1,Ferrari,2240,80,2383,0
2012,1,Mercedes,2391,80,2280,1
2012,1,Renault,2038,80,2014,2
2012,2,Cosworth,1697,80,1685,3
2012,2,Ferrari,2270,80,2389,0
2012,2,Mercedes,2367,80,2276,1
2012,2,Renault,2033,80,2013,2
2012,3,Cosworth,1694,80,1683,3
2012,3,Ferrari,2233,80,2084,2
2012,3,Mercedes,2380,80,2427,0
2012,3,Renault,2060,80,2176,1
2012,4,Cosworth,1691,80,1682,3
2012,4,Ferrari,2200,80,2078,2
2012,4,Mercedes,2390,80,2429,0
2012,4,Renault,2085,80,2181,1
2012,5,Cosworth,1689,80,1680,3
2012,5,Ferrari,2237,80,2372,0
2012,5,Mercedes,2344,80,2107,2
2012,5,Renault,2105,80,2185,1
2012,6,Cosworth,1687,80,1680,3
2012,6,Ferrari,2205,80,2092,2
2012,6,Mercedes,2359,80,2408,0
2012,6,Renault,2125,80,2197,1
2012,7,Cosworth,1685,80,1678,3
2012,7,Ferrari,2209,80,2222,1
2012,7,Mercedes,2371,80,2414,0
2012,7,Renault,2111,80,2061,2
2012,8,Cosworth,1684,80,1676,3
2012,8,Ferrari,2212,80,2224,1
2012,8,Mercedes,2382,80,2422,0
2012,8,Renault,2099,80,2054,2
2012,9,Cosworth,1682,80,1674,3
2012,9,Ferrari,2215,80,2225,1
2012,9,Mercedes,2336,80,2114,2
2012,9,Renault,2143,80,2354,0
2012,10,Cosworth,1680,80,1674,3
2012,10,Ferrari,2233,80,2302,0
2012,10,Mercedes,2328,80,2302,0
2012,10,Renault,2127,80,2072,2
2012,11,Cosworth,1678,80,1672,3
2012,11,Ferrari,2205,80,2095,2
2012,11,Mercedes,2343,80,2399,0
2012,11,Renault,2144,80,2204,1
2012,12,Cosworth,1677,80,1671,3
2012,12,Ferrari,2181,80,2088,2
2012,12,Mercedes,2357,80,2406,0
2012,12,Renault,2158,80,2208,1
2012,13,Cosworth,1675,80,1669,3
2012,13,Ferrari,2189,80,2217,1
2012,13,Mercedes,2369,80,2412,0
2012,13,Renault,2140,80,2074,2
2012,14,Cosworth,1674,80,1668,3
2012,14,Ferrari,2195,80,2219,1
2012,14,Mercedes,2379,80,2420,0
2012,14,Renault,2124,80,2067,2
2012,15,Cosworth,1672,80,1666,3
2012,15,Ferrari,2229,80,2371,0
2012,15,Mercedes,2358,80,2272,1
2012,15,Renault,2111,80,2060,2
2012,16,Cosworth,1671,80,1664,3
2012,16,Ferrari,2259,80,2377,0
2012,16,Mercedes,2315,80,2117,2
2012,16,Renault,2129,80,2201,1
2012,17,Cosworth,1669,80,1664,3
2012,17,Ferrari,2227,80,2106,2
2012,17,Mercedes,2333,80,2397,0
2012,17,Renault,2146,80,2209,1
2012,18,Cosworth,1668,80,1662,3
2012,18,Ferrari,2229,80,2234,1
2012,18,Mercedes,2292,80,2121,2
2012,18,Renault,2184,80,2356,0
2012,19,Cosworth,1667,80,1662,3
2012,19,Ferrari,2203,80,2104,2
2012,19,Mercedes,2313,80,2384,0
2012,19,Renault,2193,80,2223,1
2012,20,Cosworth,1665,80,1661,3
2012,20,Ferrari,2208,80,2228,1
2012,20,Mercedes,2331,80,2393,0
2012,20,Renault,2172,80,2094,2
2013,1,Cosworth,1664,80,1659,3
2013,1,Ferrari,2185,80,2096,2
2013,1,Mercedes,2346,80,2402,0
2013,1,Renault,2183,80,2220,1
2013,2,Cosworth,1663,80,1658,3
2013,2,Ferrari,2221,80,2365,0
2013,2,Mercedes,2305,80,2124,2
2013,2,Renault,2191,80,2223,1
2013,3,Cosworth,1662,80,1657,3
2013,3,Ferrari,2224,80,2235,1
2013,3,Mercedes,2324,80,2391,0
2013,3,Renault,2172,80,2096,2
2013,4,Cosworth,1661,80,1656,3
2013,4,Ferrari,2199,80,2103,2
2013,4,Mercedes,2341,80,2401,0
2013,4,Renault,2183,80,2223,1
2013,5,Cosworth,1659,80,1655,3
2013,5,Ferrari,2205,80,2230,1
2013,5,Mercedes,2356,80,2408,0
2013,5,Renault,2164,80,2091,2
2013,6,Cosworth,1658,80,1653,3
2013,6,Ferrari,2211,80,2231,1
2013,6,Mercedes,2368,80,2416,0
2013,6,Renault,2147,80,2083,2
2013,7,Cosworth,1657,80,1652,3
2013,7,Ferrari,2216,80,2233,1
2013,7,Mercedes,2380,80,2424,0
2013,7,Renault,2132,80,2076,2
2013,8,Cosworth,1656,80,1650,3
2013,8,Ferrari,2237,80,2321,0
2013,8,Mercedes,2368,80,2321,0
2013,8,Renault,2119,80,2069,2
2013,9,Cosworth,1654,80,1649,3
2013,9,Ferrari,2238,80,2241,1
2013,9,Mercedes,2380,80,2426,0
2013,9,Renault,2108,80,2064,2
2013,10,Cosworth,1653,80,1647,3
2013,10,Ferrari,2210,80,2096,2
2013,10,Mercedes,2360,80,2281,1
2013,10,Renault,2151,80,2364,0
2013,11,Cosworth,1652,80,1647,3
2013,11,Ferrari,2215,80,2232,1
2013,11,Mercedes,2372,80,2418,0
2013,11,Renault,2135,80,2077,2
2013,12,Cosworth,1650,80,1646,3
2013,12,Ferrari,2246,80,2379,0
2013,12,Mercedes,2329,80,2125,2
2013,12,Renault,2151,80,2211,1
2013,13,Cosworth,1649,80,1645,3
2013,13,Ferrari,2218,80,2109,2
2013,13,Mercedes,2346,80,2406,0
2013,13,Renault,2166,80,2220,1
2013,14,Cosworth,1648,80,1644,3
2013,14,Ferrari,2222,80,2237,1
2013,14,Mercedes,2304,80,2129,2
2013,14,Renault,2204,80,2365,0
2013,15,Cosworth,1647,80,1644,3
2013,15,Ferrari,2252,80,2371,0
2013,15,Mercedes,2294,80,2259,1
2013,15,Renault,2182,80,2103,2
2013,16,Cosworth,1646,80,1643,3
2013,16,Ferrari,2223,80,2115,2
2013,16,Mercedes,2315,80,2390,0
2013,16,Renault,2192,80,2228,1
2013,17,Cosworth,1645,80,1642,3
2013,17,Ferrari,2198,80,2107,2
2013,17,Mercedes,2333,80,2398,0
2013,17,Renault,2201,80,2231,1
2013,18,Cosworth,1644,80,1641,3
2013,18,Ferrari,2233,80,2370,0
2013,18,Mercedes,2294,80,2129,2
2013,18,Renault,2207,80,2233,1
2013,19,Cosworth,1643,80,1640,3
2013,19,Ferrari,2236,80,2243,1
2013,19,Mercedes,2315,80,2390,0
2013,19,Renault,2187,80,2106,2
2014,1,Cosworth,1641,171,1654,2
2014,1,Ferrari,1904,171,1911,1
2014,1,Mercedes,2109,171,2148,0
2014,1,Renault,1539,171,1480,3
2014,2,Cosworth,1569,130,1489,3
2014,2,Ferrari,1825,130,1736,2
2014,2,Mercedes,2135,130,2163,0
2014,2,Renault,1682,130,1820,1
2014,3,Cosworth,1600,111,1654,2
2014,3,Ferrari,1736,111,1558,3
2014,3,Mercedes,2144,111,2163,0
2014,3,Renault,1747,111,1832,1
2014,4,Cosworth,1577,100,1521,3
2014,4,Ferrari,1771,100,1837,1
2014,4,Mercedes,2150,100,2164,0
2014,4,Renault,1732,100,1705,2
2014,5,Cosworth,1560,94,1512,3
2014,5,Ferrari,1793,94,1847,1
2014,5,Mercedes,2154,94,2168,0
2014,5,Renault,1723,94,1702,2
2014,6,Cosworth,1610,89,1804,1
2014,6,Ferrari,1773,89,1718,2
2014,6,Mercedes,2158,89,2172,0
2014,6,Renault,1683,89,1551,3
2014,7,Cosworth,1589,86,1527,3
2014,7,Ferrari,1758,86,1708,2
2014,7,Mercedes,2162,86,2173,0
2014,7,Renault,1715,86,1817,1
2014,8,Cosworth,1573,84,1519,3
2014,8,Ferrari,1775,84,1836,1
2014,8,Mercedes,2164,84,2175,0
2014,8,Renault,1710,84,1693,2
2014,9,Cosworth,1559,83,1510,3
2014,9,Ferrari,1761,83,1708,2
2014,9,Mercedes,2167,83,2178,0
2014,9,Renault,1735,83,1825,1
2014,10,Cosworth,1547,82,1503,3
2014,10,Ferrari,1777,82,1839,1
2014,10,Mercedes,2170,82,2181,0
2014,10,Renault,1727,82,1698,2
2014,11,Cosworth,1536,81,1495,3
2014,11,Ferrari,1824,81,2048,0
2014,11,Mercedes,2118,81,1768,2
2014,11,Renault,1749,81,1832,1
2014,12,Cosworth,1527,81,1495,3
2014,12,Ferrari,1816,81,1792,1
2014,12,Mercedes,2124,81,2143,0
2014,12,Renault,1758,81,1792,1
2014,13,Cosworth,1519,81,1489,3
2014,13,Ferrari,1798,81,1734,2
2014,13,Mercedes,2129,81,2148,0
2014,13,Renault,1778,81,1855,1
2014,14,Cosworth,1512,80,1484,3
2014,14,Ferrari,1783,80,1729,2
2014,14,Mercedes,2134,80,2152,0
2014,14,Renault,1795,80,1860,1
2014,15,Cosworth,1505,80,1479,3
2014,15,Ferrari,1771,80,1724,2
2014,15,Mercedes,2139,80,2156,0
2014,15,Renault,1809,80,1865,1
2014,16,Cosworth,1499,80,1473,3
2014,16,Ferrari,1789,80,1859,1
2014,16,Mercedes,2143,80,2160,0
2014,16,Renault,1793,80,1731,2
2014,17,Ferrari,1771,80,1704,2
2014,17,Mercedes,2110,80,1967,1
2014,17,Renault,1837,80,2048,0
2014,18,Ferrari,1757,80,1704,2
2014,18,Mercedes,2116,80,2138,0
2014,18,Renault,1846,80,1877,1
2014,19,Ferrari,1745,80,1697,2
2014,19,Mercedes,2122,80,2143,0
2014,19,Renault,1853,80,1880,1
2015,1,Ferrari,1794,80,2055,0
2015,1,Honda,1522,171,1499,3
2015,1,Mercedes,2094,80,1981,1
2015,1,Renault,1834,80,1759,2
2015,2,Ferrari,1781,80,1742,2
2015,2,Honda,1502,130,1479,3
2015,2,Mercedes,2102,80,2129,0
2015,2,Renault,1845,80,1888,1
2015,3,Ferrari,1802,80,1873,1
2015,3,Honda,1491,111,1469,3
2015,3,Mercedes,2108,80,2134,0
2015,3,Renault,1826,80,1753,2
2015,4,Ferrari,1818,80,1877,1
2015,4,Honda,1535,100,1659,2
2015,4,Mercedes,2115,80,2139,0
2015,4,Renault,1783,80,1580,3
2015,5,Ferrari,1802,80,1743,2
2015,5,Honda,1525,94,1497,3
2015,5,Mercedes,2120,80,2142,0
2015,5,Renault,1802,80,1868,1
2015,6,Ferrari,1761,80,1579,3
2015,6,Honda,1582,89,1826,1
2015,6,Mercedes,2072,80,1800,2
2015,6,Renault,1847,80,2047,0
2015,7,Ferrari,1755,80,1734,2
2015,7,Honda,1569,86,1532,3
2015,7,Mercedes,2081,80,2110,0
2015,7,Renault,1856,80,1886,1
2015,8,Ferrari,1749,80,1730,2
2015,8,Honda,1558,84,1523,3
2015,8,Mercedes,2089,80,2117,0
2015,8,Renault,1864,80,1890,1
2015,9,Ferrari,1773,80,1863,1
2015,9,Honda,1579,83,1654,2
2015,9,Mercedes,2097,80,2124,0
2015,9,Renault,1824,80,1654,2
2015,10,Ferrari,1765,80,1736,2
2015,10,Honda,1626,82,1829,1
2015,10,Mercedes,2039,80,1623,3
2015,10,Renault,1867,80,2042,0
2015,11,Ferrari,1761,80,1746,2
2015,11,Honda,1612,81,1566,3
2015,11,Mercedes,2052,80,2090,0
2015,11,Renault,1874,80,1895,1
2015,12,Ferrari,1783,80,1870,1
2015,12,Honda,1599,81,1556,3
2015,12,Mercedes,2063,80,2100,0
2015,12,Renault,1851,80,1772,2
2015,13,Ferrari,1776,80,1749,2
2015,13,Honda,1588,81,1549,3
2015,13,Mercedes,2038,80,1949,1
2015,13,Renault,1890,80,2042,0
2015,14,Ferrari,1742,80,1600,3
2015,14,Honda,1628,80,1798,1
2015,14,Mercedes,2051,80,2094,0
2015,14,Renault,1869,80,1798,1
2015,15,Ferrari,1768,80,1862,1
2015,15,Honda,1613,80,1563,3
2015,15,Mercedes,2061,80,2097,0
2015,15,Renault,1847,80,1768,2
2015,16,Ferrari,1734,80,1601,3
2015,16,Honda,1671,80,2008,0
2015,16,Mercedes,2015,80,1800,2
2015,16,Renault,1856,80,1887,1
2015,17,Ferrari,1706,80,1604,3
2015,17,Honda,1683,80,1721,2
2015,17,Mercedes,2028,80,2070,0
2015,17,Renault,1862,80,1883,1
2015,18,Ferrari,1711,80,1728,2
2015,18,Honda,1661,80,1588,3
2015,18,Mercedes,2039,80,2079,0
2015,18,Renault,1867,80,1886,1
2015,19,Ferrari,1714,80,1726,2
2015,19,Honda,1642,80,1577,3
2015,19,Mercedes,2050,80,2088,0
2015,19,Renault,1871,80,1889,1
2016,1,Ferrari,1717,80,1725,2
2016,1,Honda,1626,80,1566,3
2016,1,Mercedes,2059,80,2095,0
2016,1,Renault,1876,80,1891,1
2016,2,Ferrari,1740,80,1836,1
2016,2,Honda,1611,80,1557,3
2016,2,Mercedes,2019,80,1836,1
2016,2,Renault,1907,80,2046,0
2016,3,Ferrari,1711,80,1593,3
2016,3,Honda,1630,80,1702,2
2016,3,Mercedes,2033,80,2082,0
2016,3,Renault,1907,80,1906,1
2016,4,Ferrari,1685,80,1585,3
2016,4,Honda,1670,80,1842,1
2016,4,Mercedes,2046,80,2090,0
2016,4,Renault,1881,80,1775,2
2016,5,Ferrari,1692,80,1718,2
2016,5,Honda,1706,80,1844,1
2016,5,Mercedes,1989,80,1636,3
2016,5,Renault,1913,80,2043,0
2016,6,Ferrari,1672,80,1596,3
2016,6,Honda,1738,80,1858,1
2016,6,Mercedes,2007,80,2064,0
2016,6,Renault,1886,80,1784,2
2016,7,Ferrari,1655,80,1591,3
2016,7,Honda,1740,80,1744,2
2016,7,Mercedes,2022,80,2071,0
2016,7,Renault,1888,80,1898,1
2016,8,Ferrari,1669,80,1721,2
2016,8,Honda,1766,80,1865,1
2016,8,Mercedes,2035,80,2081,0
2016,8,Renault,1844,80,1636,3
2016,9,Ferrari,1681,80,1727,2
2016,9,Honda,1810,80,2015,0
2016,9,Mercedes,1979,80,1655,3
2016,9,Renault,1854,80,1887,1
2016,10,Ferrari,1666,80,1607,3
2016,10,Honda,1801,80,1771,2
2016,10,Mercedes,1998,80,2054,0
2016,10,Renault,1862,80,1891,1
2016,11,Ferrari,1651,80,1597,3
2016,11,Honda,1818,80,1881,1
2016,11,Mercedes,2013,80,2066,0
2016,11,Renault,1845,80,1782,2
2016,12,Ferrari,1639,80,1589,3
2016,12,Honda,1833,80,1886,1
2016,12,Mercedes,2027,80,2075,0
2016,12,Renault,1830,80,1777,2
2016,13,Ferrari,1627,80,1581,3
2016,13,Honda,1845,80,1891,1
2016,13,Mercedes,2039,80,2084,0
2016,13,Renault,1818,80,1773,2
2016,14,Ferrari,1659,80,1799,1
2016,14,Honda,1835,80,1799,1
2016,14,Mercedes,2050,80,2092,0
2016,14,Renault,1783,80,1627,3
2016,15,Ferrari,1644,80,1588,3
2016,15,Honda,1848,80,1896,0
2016,15,Mercedes,2020,80,1896,0
2016,15,Renault,1807,80,1896,0
2016,16,Ferrari,1631,80,1583,3
2016,16,Honda,1857,80,1892,1
2016,16,Mercedes,2033,80,2078,0
2016,16,Renault,1798,80,1765,2
2016,17,Ferrari,1649,80,1719,2
2016,17,Honda,1817,80,1633,3
2016,17,Mercedes,2044,80,2087,0
2016,17,Renault,1815,80,1881,1
2016,18,Ferrari,1636,80,1585,3
2016,18,Honda,1859,80,2029,0
2016,18,Mercedes,2023,80,1942,1
2016,18,Renault,1805,80,1766,2
