season,round,driver,rating_mu
1978,2,emerson_fittipaldi,1793.83
1978,2,gilles_villeneuve,1613.84
1978,2,hunt,1716.89
1978,2,jarier,1388.95
1978,2,jones,1623.6
1978,2,keegan,1358.17
1978,2,laffite,1661.59
1978,2,lauda,2054.23
1978,2,leoni,1325.42
1978,2,lunger,1501.85
1978,2,mario_andretti,1832.26
1978,2,mass,1711.61
1978,2,ongais,1429.36
1978,2,patrese,1718.17
1978,2,peterson,1560.87
1978,2,pironi,1675.05
1978,2,rebaque,1539.43
1978,2,regazzoni,1684.51
1978,2,reutemann,1896.64
1978,2,scheckter,1625.01
1978,2,stuck,1521.74
1978,2,tambay,1634.97
1978,2,watson,1571.83
1978,3,brambilla,1613.08
1978,3,cheever,1373.82
1978,3,depailler,1800.41
1978,3,emerson_fittipaldi,1539.75
1978,3,gilles_villeneuve,1576.95
1978,3,hunt,1469.34
1978,3,jabouille,1383.65
1978,3,jarier,1582.59
1978,3,jones,1765.66
1978,3,keegan,1392.93
1978,3,keke_rosberg,1406.19
1978,3,laffite,1771.02
1978,3,lauda,1792.01
1978,3,lunger,1596.07
1978,3,mario_andretti,1836.77
1978,3,mass,1567.32
1978,3,merzario,1323.36
1978,3,patrese,1675.93
1978,3,peterson,1777.3
1978,3,pironi,1763.39
1978,3,rebaque,1631.73
1978,3,reutemann,1709.48
1978,3,scheckter,1613.45
1978,3,stommelen,1665.08
1978,3,tambay,1603.09
1978,3,watson,1753.3
1978,4,brambilla,1601.91
1978,4,depailler,1878.6
1978,4,emerson_fittipaldi,1655.93
1978,4,gilles_villeneuve,1548.01
1978,4,hunt,1387.86
1978,4,jabouille,1451.37
1978,4,jarier,1633.21
1978,4,jones,1797.26
1978,4,keegan,1321.17
1978,4,laffite,1831.02
1978,4,lauda,1648.26
1978,4,mario_andretti,1916.38
1978,4,mass,1477.85
1978,4,merzario,1344.82
1978,4,patrese,1761.8
1978,4,peterson,1849.69
1978,4,pironi,1617.84
1978,4,regazzoni,1704.71
1978,4,reutemann,1853.53
1978,4,scheckter,1618.12
1978,4,stommelen,1709.46
1978,4,stuck,1383.05
1978,4,tambay,1628.44
1978,4,watson,1561.82
1978,5,depailler,1957.27
1978,5,emerson_fittipaldi,1681.83
1978,5,gilles_villeneuve,1566.08
1978,5,hunt,1426.2
1978,5,ickx,1510.1
1978,5,jabouille,1536.32
1978,5,jones,1650.17
1978,5,keegan,1270.65
1978,5,laffite,1618.1
1978,5,lauda,1790.84
1978,5,mario_andretti,1810.16
1978,5,patrese,1794.92
1978,5,peterson,1733.53
1978,5,pironi,1722.01
1978,5,reutemann,1820.45
1978,5,scheckter,1755.68
1978,5,stommelen,1613.86
1978,5,stuck,1352.75
1978,5,tambay,1696.48
1978,5,watson,1704.03
1978,6,arnoux,1623.93
1978,6,brambilla,1613.59
1978,6,depailler,1743.3
1978,6,emerson_fittipaldi,1481.13
1978,6,giacomelli,1661.31
1978,6,gilles_villeneuve,1737.47
1978,6,hunt,1352.93
1978,6,ickx,1580.45
1978,6,jabouille,1543.94
1978,6,jones,1688.54
1978,6,laffite,1750.05
1978,6,lauda,1571.24
1978,6,lunger,1708.2
1978,6,mario_andretti,1920.24
1978,6,mass,1579.4
1978,6,patrese,1620.97
1978,6,peterson,1859.2
1978,6,pironi,1791.54
1978,6,regazzoni,1589.1
1978,6,reutemann,1896.02
1978,6,scheckter,1644.28
1978,6,stommelen,1510.79
1978,6,stuck,1453.8
1978,6,watson,1541.85
1978,7,brambilla,1706.45
1978,7,depailler,1569.25
1978,7,emerson_fittipaldi,1474.25
1978,7,gilles_villeneuve,1728.54
1978,7,hunt,1575.84
1978,7,ickx,1546.0
1978,7,jabouille,1575.28
1978,7,jones,1732.52
1978,7,keegan,1444.18
1978,7,laffite,1848.58
1978,7,lauda,1493.76
1978,7,mario_andretti,1989.56
1978,7,mass,1657.38
1978,7,patrese,1471.2
1978,7,peterson,1932.2
1978,7,pironi,1725.53
1978,7,rebaque,1460.56
1978,7,regazzoni,1566.84
1978,7,reutemann,1685.16
1978,7,scheckter,1772.34
1978,7,stommelen,1540.46
1978,7,stuck,1394.29
1978,7,tambay,1478.57
1978,7,watson,1699.95
1978,8,brambilla,1481.93
1978,8,depailler,1488.74
1978,8,emerson_fittipaldi,1640.92
1978,8,gilles_villeneuve,1734.62
1978,8,hunt,1666.67
1978,8,jabouille,1475.36
1978,8,jones,1590.4
1978,8,keke_rosberg,1461.05
1978,8,laffite,1837.44
1978,8,lauda,1727.24
1978,8,mario_andretti,1755.41
1978,8,mass,1630.96
1978,8,merzario,1405.47
1978,8,patrese,1699.07
1978,8,peterson,1961.81
1978,8,pironi,1507.41
1978,8,rebaque,1541.58
1978,8,regazzoni,1706.92
1978,8,reutemann,1695.65
1978,8,scheckter,1547.11
1978,8,stommelen,1553.19
1978,8,stuck,1521.15
1978,8,tambay,1674.77
1978,8,watson,1524.65
1978,9,arnoux,1620.59
1978,9,brambilla,1498.68
1978,9,depailler,1389.87
1978,9,emerson_fittipaldi,1534.11
1978,9,giacomelli,1511.14
1978,9,gilles_villeneuve,1706.32
1978,9,hunt,1806.91
1978,9,jabouille,1348.57
1978,9,jones,1736.64
1978,9,keegan,1413.9
1978,9,keke_rosberg,1504.37
1978,9,laffite,1840.32
1978,9,lauda,1528.09
1978,9,lunger,1582.47
1978,9,mario_andretti,1884.03
1978,9,mass,1639.3
1978,9,patrese,1749.68
1978,9,peterson,2003.41
1978,9,pironi,1622.28
1978,9,regazzoni,1485.66
1978,9,reutemann,1591.22
1978,9,scheckter,1699.36
1978,9,stommelen,1569.38
1978,9,stuck,1613.4
1978,9,tambay,1722.58
1978,9,watson,1717.84
1978,10,brambilla,1630.83
1978,10,daly,1456.64
1978,10,depailler,1649.76
1978,10,emerson_fittipaldi,1509.03
1978,10,giacomelli,1668.4
1978,10,gilles_villeneuve,1515.17
1978,10,hunt,1532.08
1978,10,jabouille,1470.22
1978,10,jones,1545.07
1978,10,keke_rosberg,1589.45
1978,10,laffite,1793.35
1978,10,lauda,1751.57
1978,10,lunger,1688.89
1978,10,mario_andretti,1634.56
1978,10,mass,1672.83
1978,10,merzario,1421.92
1978,10,patrese,1662.38
1978,10,peterson,1621.63
1978,10,pironi,1584.06
1978,10,rebaque,1416.98
1978,10,regazzoni,1563.3
1978,10,reutemann,1799.58
1978,10,scheckter,1606.67
1978,10,stuck,1749.72
1978,10,tambay,1792.2
1978,10,watson,1836.99
1978,11,brambilla,1556.37
1978,11,depailler,1457.57
1978,11,emerson_fittipaldi,1697.67
1978,11,ertl,1633.29
1978,11,gilles_villeneuve,1639.99
1978,11,hunt,1554.79
1978,11,jabouille,1408.73
1978,11,jones,1545.1
1978,11,keke_rosberg,1647.91
1978,11,laffite,1867.77
1978,11,lauda,1573.61
1978,11,mario_andretti,1807.32
1978,11,mass,1500.67
1978,11,patrese,1700.82
1978,11,peterson,1617.2
1978,11,piquet,1504.2
1978,11,pironi,1721.32
1978,11,rebaque,1616.98
1978,11,reutemann,1613.25
1978,11,scheckter,1777.45
1978,11,stommelen,1606.1
1978,11,stuck,1523.96
1978,11,tambay,1624.06
1978,11,watson,1828.82
1978,12,arnoux,1695.84
1978,12,brambilla,1705.91
1978,12,daly,1567.39
1978,12,depailler,1711.29
1978,12,emerson_fittipaldi,1805.08
1978,12,ertl,1497.0
1978,12,gilles_villeneuve,1789.13
1978,12,hunt,1505.9
1978,12,jabouille,1492.27
1978,12,jones,1484.46
1978,12,keke_rosberg,1678.86
1978,12,laffite,1888.04
1978,12,lauda,1546.21
1978,12,lunger,1744.55
1978,12,mario_andretti,1517.57
1978,12,patrese,1545.1
1978,12,peterson,1807.67
1978,12,piquet,1398.09
1978,12,pironi,1602.81
1978,12,rebaque,1473.01
1978,12,regazzoni,1652.42
1978,12,reutemann,1581.44
1978,12,scheckter,1517.82
1978,12,stuck,1570.34
1978,12,tambay,1635.53
1978,12,watson,1833.9
1978,13,arnoux,1642.02
1978,13,brambilla,1615.26
1978,13,daly,1436.25
1978,13,depailler,1522.37
1978,13,emerson_fittipaldi,1853.5
1978,13,giacomelli,1658.75
1978,13,gilles_villeneuve,1829.83
1978,13,hunt,1624.32
1978,13,jabouille,1493.14
1978,13,jones,1442.5
1978,13,keegan,1301.23
1978,13,keke_rosberg,1556.26
1978,13,laffite,1857.14
1978,13,lauda,1740.35
1978,13,lunger,1602.97
1978,13,mario_andretti,1752.95
1978,13,merzario,1486.86
1978,13,patrese,1408.23
1978,13,peterson,1900.47
1978,13,piquet,1376.5
1978,13,pironi,1421.07
1978,13,rebaque,1591.38
1978,13,reutemann,1705.04
1978,13,scheckter,1598.54
1978,13,stuck,1594.93
1978,13,tambay,1705.2
1978,13,watson,1885.35
1978,14,brambilla,1434.54
1978,14,daly,1563.07
1978,14,depailler,1596.13
1978,14,emerson_fittipaldi,1835.44
1978,14,giacomelli,1622.87
1978,14,gilles_villeneuve,1836.15
1978,14,hunt,1554.97
1978,14,jabouille,1447.86
1978,14,jones,1517.51
1978,14,laffite,1900.56
1978,14,lauda,1873.16
1978,14,lunger,1444.38
1978,14,mario_andretti,1805.32
1978,14,merzario,1461.45
1978,14,patrese,1448.19
1978,14,peterson,1656.49
1978,14,piquet,1544.46
1978,14,pironi,1372.57
1978,14,regazzoni,1603.77
1978,14,reutemann,1822.07
1978,14,scheckter,1622.68
1978,14,stuck,1456.55
1978,14,tambay,1792.59
1978,14,watson,1951.18
1978,15,arnoux,1708.88
1978,15,bleekemolen,1492.18
1978,15,daly,1683.24
1978,15,depailler,1484.82
1978,15,emerson_fittipaldi,1877.69
1978,15,gilles_villeneuve,1589.12
1978,15,hunt,1694.54
1978,15,jabouille,1679.88
1978,15,jarier,1609.84
1978,15,jones,1747.41
1978,15,keke_rosberg,1432.92
1978,15,laffite,1818.49
1978,15,lauda,1668.36
1978,15,lunger,1543.01
1978,15,mario_andretti,1618.12
1978,15,merzario,1488.27
1978,15,pironi,1549.54
1978,15,rahal,1589.6
1978,15,rebaque,1416.57
1978,15,regazzoni,1610.42
1978,15,reutemann,1935.33
1978,15,scheckter,1788.7
1978,15,stommelen,1580.55
1978,15,stuck,1359.42
1978,15,tambay,1837.55
1978,15,watson,1681.92
1978,16,arnoux,1596.2
1978,16,daly,1757.84
1978,16,depailler,1660.42
1978,16,emerson_fittipaldi,1605.65
1978,16,gilles_villeneuve,1781.03
1978,16,hunt,1620.89
1978,16,jabouille,1661.14
1978,16,jarier,1557.53
1978,16,jones,1748.11
1978,16,keke_rosberg,1501.24
1978,16,laffite,1705.99
1978,16,lauda,1524.45
1978,16,mario_andretti,1659.49
1978,16,patrese,1655.81
1978,16,piquet,1601.28
1978,16,pironi,1665.93
1978,16,rahal,1513.29
1978,16,reutemann,1966.47
1978,16,scheckter,1884.8
1978,16,stuck,1315.33
1978,16,tambay,1816.82
1978,16,watson,1548.29
1979,1,angelis,1662.95
1979,1,arnoux,1526.6
1979,1,daly,1735.33
1979,1,depailler,1791.15
1979,1,emerson_fittipaldi,1733.0
1979,1,gilles_villeneuve,1733.14
1979,1,hunt,1602.85
1979,1,jabouille,1591.39
1979,1,jarier,1554.89
1979,1,jones,1760.33
1979,1,laffite,1859.09
1979,1,lammers,1556.77
1979,1,lauda,1505.89
1979,1,mario_andretti,1775.94
1979,1,mass,1647.37
1979,1,merzario,1391.76
1979,1,patrese,1463.41
1979,1,piquet,1469.56
1979,1,pironi,1532.27
1979,1,rebaque,1528.08
1979,1,regazzoni,1674.34
1979,1,reutemann,2009.41
1979,1,scheckter,1657.57
1979,1,stuck,1247.29
1979,1,tambay,1591.9
1979,1,watson,1747.12
1979,2,angelis,1663.78
1979,2,arnoux,1491.7
1979,2,daly,1687.71
1979,2,depailler,1891.88
1979,2,emerson_fittipaldi,1717.26
1979,2,gilles_villeneuve,1812.08
1979,2,hunt,1517.49
1979,2,jabouille,1655.26
1979,2,jarier,1406.6
1979,2,jones,1653.62
1979,2,laffite,1950.79
1979,2,lammers,1574.95
1979,2,lauda,1428.97
1979,2,mario_andretti,1542.08
1979,2,mass,1733.12
1979,2,patrese,1599.73
1979,2,piquet,1389.47
1979,2,pironi,1714.19
1979,2,regazzoni,1622.84
1979,2,reutemann,2024.19
1979,2,scheckter,1754.13
1979,2,stuck,1329.14
1979,2,tambay,1494.91
1979,2,watson,1773.64
1979,3,angelis,1499.36
1979,3,arnoux,1516.79
1979,3,depailler,1605.13
1979,3,emerson_fittipaldi,1671.45
1979,3,gilles_villeneuve,1922.87
1979,3,hunt,1641.83
1979,3,jabouille,1539.83
1979,3,jarier,1658.55
1979,3,jones,1587.96
1979,3,laffite,1687.47
1979,3,lammers,1420.86
1979,3,lauda,1626.33
1979,3,mario_andretti,1717.73
1979,3,mass,1695.34
1979,3,patrese,1638.4
1979,3,piquet,1586.48
1979,3,pironi,1541.64
1979,3,rebaque,1553.86
1979,3,regazzoni,1683.3
1979,3,reutemann,2000.8
1979,3,scheckter,1871.33
1979,3,stuck,1368.34
1979,3,tambay,1597.57
1979,3,watson,1636.7
1979,4,angelis,1661.4
1979,4,arnoux,1388.54
1979,4,daly,1682.24
1979,4,depailler,1746.28
1979,4,emerson_fittipaldi,1566.36
1979,4,gilles_villeneuve,1995.49
1979,4,hunt,1502.97
1979,4,jabouille,1383.82
1979,4,jarier,1759.63
1979,4,jones,1765.98
1979,4,laffite,1541.23
1979,4,lammers,1479.21
1979,4,lauda,1479.25
1979,4,mario_andretti,1821.64
1979,4,mass,1732.76
1979,4,merzario,1399.4
1979,4,patrese,1577.43
1979,4,piquet,1691.17
1979,4,pironi,1638.43
1979,4,rebaque,1629.06
1979,4,regazzoni,1632.36
1979,4,reutemann,1758.31
1979,4,scheckter,1945.1
1979,4,stuck,1481.62
1979,4,tambay,1448.36
1979,4,watson,1641.36
1979,5,angelis,1560.96
1979,5,arnoux,1553.46
1979,5,depailler,1876.56
1979,5,emerson_fittipaldi,1623.34
1979,5,gilles_villeneuve,1945.41
1979,5,hunt,1440.66
1979,5,jabouille,1349.94
1979,5,jarier,1825.51
1979,5,jones,1632.95
1979,5,laffite,1410.81
1979,5,lammers,1557.8
1979,5,lauda,1506.82
1979,5,mario_andretti,1893.32
1979,5,mass,1765.36
1979,5,patrese,1645.46
1979,5,piquet,1476.3
1979,5,pironi,1739.94
1979,5,rebaque,1573.99
1979,5,regazzoni,1529.39
1979,5,reutemann,1868.72
1979,5,scheckter,1960.19
1979,5,stuck,1525.18
1979,5,tambay,1522.92
1979,5,watson,1482.76
1979,6,angelis,1476.05
1979,6,arnoux,1504.88
1979,6,depailler,1784.21
1979,6,emerson_fittipaldi,1684.66
1979,6,giacomelli,1526.82
1979,6,gilles_villeneuve,1911.8
1979,6,hunt,1520.71
1979,6,jabouille,1294.97
1979,6,jarier,1768.7
1979,6,jones,1613.07
1979,6,laffite,1666.62
1979,6,lammers,1632.12
1979,6,lauda,1495.24
1979,6,mario_andretti,1744.41
1979,6,mass,1571.03
1979,6,patrese,1759.05
1979,6,piquet,1494.67
1979,6,pironi,1845.01
1979,6,rebaque,1451.31
1979,6,regazzoni,1390.02
1979,6,reutemann,1911.31
1979,6,scheckter,2025.71
1979,6,stuck,1645.2
1979,6,watson,1650.1
1979,7,arnoux,1441.08
1979,7,depailler,1830.55
1979,7,emerson_fittipaldi,1569.17
1979,7,gilles_villeneuve,1827.01
1979,7,hunt,1433.14
1979,7,jabouille,1465.23
1979,7,jarier,1702.15
1979,7,jones,1623.87
1979,7,laffite,1687.37
1979,7,lauda,1501.27
1979,7,mario_andretti,1621.17
1979,7,mass,1681.24
1979,7,patrese,1560.87
1979,7,piquet,1616.71
1979,7,pironi,1698.32
1979,7,regazzoni,1628.82
1979,7,reutemann,1949.79
1979,7,scheckter,2070.77
1979,7,stuck,1611.11
1979,7,watson,1761.77
1979,8,angelis,1501.88
1979,8,arnoux,1673.93
1979,8,emerson_fittipaldi,1487.68
1979,8,giacomelli,1512.63
1979,8,gilles_villeneuve,1909.52
1979,8,ickx,1426.2
1979,8,jabouille,1715.11
1979,8,jarier,1786.0
1979,8,jones,1757.14
1979,8,keke_rosberg,1622.13
1979,8,laffite,1735.75
1979,8,lammers,1551.43
1979,8,lauda,1384.16
1979,8,mario_andretti,1482.35
1979,8,mass,1625.42
1979,8,patrese,1578.74
1979,8,piquet,1496.14
1979,8,pironi,1569.79
1979,8,rebaque,1549.13
1979,8,regazzoni,1730.79
1979,8,reutemann,1807.91
1979,8,scheckter,1997.16
1979,8,stuck,1426.57
1979,8,tambay,1617.67
1979,8,watson,1728.96
1979,9,angelis,1569.36
1979,9,arnoux,1817.38
1979,9,emerson_fittipaldi,1434.79
1979,9,gaillard,1551.61
1979,9,gilles_villeneuve,1764.56
1979,9,ickx,1619.88
1979,9,jabouille,1543.07
1979,9,jarier,1869.5
1979,9,jones,1614.44
1979,9,keke_rosberg,1557.96
1979,9,laffite,1634.36
1979,9,lammers,1613.36
1979,9,lauda,1336.15
1979,9,mario_andretti,1379.55
1979,9,mass,1528.72
1979,9,patrese,1565.49
1979,9,piquet,1369.94
1979,9,pironi,1639.53
1979,9,rebaque,1644.11
1979,9,regazzoni,1866.56
1979,9,reutemann,1804.48
1979,9,scheckter,1978.57
1979,9,tambay,1711.6
1979,9,watson,1820.01
1979,10,angelis,1616.13
1979,10,arnoux,1602.08
1979,10,emerson_fittipaldi,1357.35
1979,10,gilles_villeneuve,1772.39
1979,10,ickx,1544.65
1979,10,jabouille,1438.03
1979,10,jones,1790.08
1979,10,keke_rosberg,1545.06
1979,10,laffite,1772.74
1979,10,lammers,1656.21
1979,10,lauda,1396.53
1979,10,lees,1638.4
1979,10,mario_andretti,1373.35
1979,10,mass,1670.74
1979,10,patrese,1580.34
1979,10,piquet,1484.24
1979,10,pironi,1686.23
1979,10,rebaque,1541.85
1979,10,regazzoni,1932.4
1979,10,reutemann,1544.92
1979,10,scheckter,1978.25
1979,10,stuck,1318.79
1979,10,tambay,1644.47
1979,10,watson,1855.22
1979,11,angelis,1594.41
1979,11,arnoux,1711.35
1979,11,daly,1727.13
1979,11,emerson_fittipaldi,1321.3
1979,11,gaillard,1590.06
1979,11,gilles_villeneuve,1872.13
1979,11,ickx,1503.02
1979,11,jabouille,1407.0
1979,11,jones,1899.23
1979,11,keke_rosberg,1452.61
1979,11,laffite,1856.84
1979,11,lammers,1479.91
1979,11,lauda,1515.58
1979,11,mario_andretti,1280.4
1979,11,mass,1471.93
1979,11,patrese,1590.25
1979,11,piquet,1503.03
1979,11,pironi,1744.86
1979,11,regazzoni,1931.81
1979,11,reutemann,1486.63
1979,11,scheckter,1980.4
1979,11,stuck,1383.07
1979,11,tambay,1675.98
1979,11,watson,1815.11
1979,12,angelis,1647.16
1979,12,arnoux,1494.51
1979,12,emerson_fittipaldi,1298.92
1979,12,gilles_villeneuve,1827.99
1979,12,ickx,1671.22
1979,12,jabouille,1504.6
1979,12,jarier,1741.65
1979,12,jones,1981.85
1979,12,keke_rosberg,1548.94
1979,12,laffite,1921.27
1979,12,lammers,1484.74
1979,12,lauda,1437.88
1979,12,mario_andretti,1340.72
1979,12,mass,1636.6
1979,12,patrese,1512.59
1979,12,piquet,1687.44
1979,12,pironi,1764.82
1979,12,rebaque,1661.22
1979,12,regazzoni,1603.13
1979,12,reutemann,1385.18
1979,12,scheckter,2023.77
1979,12,stuck,1443.67
1979,12,tambay,1544.09
1979,12,watson,1724.25
1979,13,angelis,1541.26
1979,13,arnoux,1424.53
1979,13,brambilla,1517.9
1979,13,emerson_fittipaldi,1499.28
1979,13,giacomelli,1451.75
1979,13,gilles_villeneuve,1910.73
1979,13,ickx,1569.88
1979,13,jabouille,1524.25
1979,13,jarier,1787.57
1979,13,jones,1893.4
1979,13,keke_rosberg,1519.25
1979,13,laffite,1747.63
1979,13,lauda,1644.57
1979,13,mario_andretti,1572.42
1979,13,mass,1453.65
1979,13,patrese,1545.05
1979,13,piquet,1464.79
1979,13,pironi,1736.78
1979,13,regazzoni,1754.63
1979,13,reutemann,1567.43
1979,13,scheckter,2069.61
1979,13,stuck,1539.93
1979,13,tambay,1419.98
1979,13,watson,1533.15
1979,14,angelis,1500.5
1979,14,arnoux,1366.45
1979,14,brambilla,1579.78
1979,14,daly,1646.02
1979,14,emerson_fittipaldi,1633.57
1979,14,gilles_villeneuve,1969.45
1979,14,ickx,1591.71
1979,14,jabouille,1507.82
1979,14,jarier,1693.92
1979,14,jones,1973.21
1979,14,laffite,1507.51
1979,14,lammers,1609.69
1979,14,lauda,1438.83
1979,14,mario_andretti,1641.17
1979,14,patrese,1469.72
1979,14,piquet,1567.16
1979,14,pironi,1812.5
1979,14,rebaque,1596.05
1979,14,regazzoni,1851.36
1979,14,reutemann,1498.12
1979,14,scheckter,2053.62
1979,14,stuck,1414.75
1979,14,tambay,1381.74
1979,14,watson,1683.43
1979,14,zunino,1649.79
1979,15,angelis,1679.15
1979,15,arnoux,1631.16
1979,15,daly,1684.4
1979,15,emerson_fittipaldi,1708.5
1979,15,giacomelli,1335.91
1979,15,gilles_villeneuve,2029.61
1979,15,ickx,1433.58
1979,15,jabouille,1503.95
1979,15,jarier,1555.19
1979,15,jones,1838.99
1979,15,keke_rosberg,1493.63
1979,15,laffite,1403.34
1979,15,mario_andretti,1511.05
1979,15,patrese,1557.5
1979,15,piquet,1655.33
1979,15,pironi,1883.78
1979,15,regazzoni,1727.89
1979,15,reutemann,1415.25
1979,15,scheckter,1930.81
1979,15,stuck,1614.0
1979,15,surer,1545.32
1979,15,tambay,1394.92
1979,15,watson,1752.97
1979,15,zunino,1598.31
1980,1,angelis,1552.95
1980,1,arnoux,1478.75
1980,1,daly,1795.57
1980,1,depailler,1816.15
1980,1,emerson_fittipaldi,1700.62
1980,1,giacomelli,1578.95
1980,1,gilles_villeneuve,1881.74
1980,1,jabouille,1424.93
1980,1,jarier,1405.92
1980,1,jones,1939.96
1980,1,keke_rosberg,1702.01
1980,1,laffite,1500.1
1980,1,mario_andretti,1512.66
1980,1,mass,1462.16
1980,1,patrese,1571.91
1980,1,piquet,1810.62
1980,1,pironi,1598.72
1980,1,prost,1657.65
1980,1,regazzoni,1726.71
1980,1,reutemann,1421.19
1980,1,scheckter,1864.51
1980,1,surer,1548.66
1980,1,watson,1576.85
1980,1,zunino,1696.9
1980,2,angelis,1752.28
1980,2,arnoux,1727.16
1980,2,daly,1696.05
1980,2,depailler,1662.43
1980,2,emerson_fittipaldi,1629.76
1980,2,giacomelli,1595.36
1980,2,gilles_villeneuve,1714.08
1980,2,jabouille,1432.39
1980,2,jarier,1515.16
1980,2,jones,1970.99
1980,2,keke_rosberg,1727.63
1980,2,laffite,1444.2
1980,2,mario_andretti,1403.13
1980,2,mass,1581.37
1980,2,patrese,1703.79
1980,2,piquet,1626.52
1980,2,pironi,1749.11
1980,2,prost,1766.06
1980,2,regazzoni,1549.74
1980,2,reutemann,1328.7
1980,2,scheckter,1607.17
1980,2,surer,1675.25
1980,2,watson,1627.86
1980,2,zunino,1740.01
1980,3,angelis,1524.57
1980,3,arnoux,1872.37
1980,3,cheever,1341.02
1980,3,daly,1619.8
1980,3,depailler,1573.67
1980,3,emerson_fittipaldi,1712.22
1980,3,giacomelli,1602.88
1980,3,gilles_villeneuve,1571.01
1980,3,jabouille,1502.73
1980,3,jarier,1670.27
1980,3,jones,1720.21
1980,3,keke_rosberg,1620.51
1980,3,laffite,1709.99
1980,3,lees,1639.41
1980,3,mario_andretti,1535.4
1980,3,mass,1718.9
1980,3,patrese,1534.65
1980,3,piquet,1773.94
1980,3,pironi,1853.52
1980,3,prost,1516.19
1980,3,regazzoni,1657.14
1980,3,reutemann,1603.31
1980,3,scheckter,1503.38
1980,3,surer,1457.08
1980,3,watson,1666.57
1980,3,zunino,1737.7
1980,4,angelis,1440.55
1980,4,arnoux,1824.04
1980,4,cheever,1379.33
1980,4,daly,1698.56
1980,4,depailler,1550.64
1980,4,emerson_fittipaldi,1822.95
1980,4,giacomelli,1613.53
1980,4,gilles_villeneuve,1565.62
1980,4,jabouille,1606.85
1980,4,jarier,1535.33
1980,4,jones,1659.43
1980,4,keke_rosberg,1653.8
1980,4,laffite,1606.08
1980,4,lammers,1470.19
1980,4,mario_andretti,1412.47
1980,4,mass,1766.74
1980,4,patrese,1740.3
1980,4,piquet,1890.33
1980,4,pironi,1859.42
1980,4,regazzoni,1657.57
1980,4,reutemann,1516.39
1980,4,scheckter,1679.27
1980,4,watson,1782.66
1980,4,zunino,1503.39
1980,5,angelis,1569.28
1980,5,arnoux,1876.63
1980,5,daly,1725.26
1980,5,depailler,1534.17
1980,5,emerson_fittipaldi,1631.47
1980,5,giacomelli,1488.91
1980,5,gilles_villeneuve,1698.93
1980,5,jabouille,1435.97
1980,5,jarier,1698.23
1980,5,jones,1811.51
1980,5,keke_rosberg,1731.21
1980,5,laffite,1643.41
1980,5,lammers,1553.3
1980,5,mario_andretti,1472.79
1980,5,mass,1535.28
1980,5,needell,1443.36
1980,5,patrese,1667.88
1980,5,piquet,1701.06
1980,5,pironi,1947.95
1980,5,prost,1484.57
1980,5,reutemann,1717.01
1980,5,scheckter,1729.88
1980,5,watson,1705.7
1980,5,zunino,1410.98
1980,6,angelis,1624.86
1980,6,arnoux,1762.06
1980,6,daly,1535.29
1980,6,depailler,1541.35
1980,6,emerson_fittipaldi,1711.35
1980,6,giacomelli,1445.27
1980,6,gilles_villeneuve,1767.58
1980,6,jabouille,1444.82
1980,6,jarier,1554.15
1980,6,jones,1654.05
1980,6,laffite,1782.3
1980,6,lammers,1598.5
1980,6,mario_andretti,1599.31
1980,6,mass,1685.79
1980,6,patrese,1699.43
1980,6,piquet,1801.59
1980,6,pironi,1824.9
1980,6,prost,1407.38
1980,6,reutemann,1843.4
1980,6,scheckter,1640.11
1980,7,angelis,1471.14
1980,7,arnoux,1821.77
1980,7,cheever,1445.89
1980,7,daly,1603.32
1980,7,depailler,1508.23
1980,7,emerson_fittipaldi,1669.51
1980,7,giacomelli,1402.8
1980,7,gilles_villeneuve,1779.94
1980,7,jabouille,1349.93
1980,7,jarier,1567.03
1980,7,jones,1816.69
1980,7,keke_rosberg,1579.71
1980,7,laffite,1863.98
1980,7,mario_andretti,1524.17
1980,7,mass,1703.22
1980,7,patrese,1726.16
1980,7,piquet,1860.71
1980,7,pironi,1905.92
1980,7,prost,1361.17
1980,7,reutemann,1855.9
1980,7,scheckter,1645.91
1980,7,surer,1476.15
1980,7,watson,1759.68
1980,7,zunino,1310.37
1980,8,angelis,1367.45
1980,8,arnoux,1713.11
1980,8,cheever,1369.79
1980,8,daly,1750.12
1980,8,depailler,1425.28
1980,8,emerson_fittipaldi,1658.13
1980,8,giacomelli,1408.49
1980,8,gilles_villeneuve,1606.89
1980,8,jabouille,1270.68
1980,8,jarier,1712.91
1980,8,jones,1924.19
1980,8,keegan,1456.0
1980,8,laffite,1638.42
1980,8,mario_andretti,1499.14
1980,8,mass,1661.37
1980,8,patrese,1740.09
1980,8,piquet,1937.3
1980,8,pironi,1747.61
1980,8,prost,1573.02
1980,8,rebaque,1696.09
1980,8,reutemann,1918.57
1980,8,scheckter,1678.79
1980,8,surer,1488.04
1980,8,watson,1775.0
1980,9,angelis,1426.17
1980,9,arnoux,1573.78
1980,9,cheever,1358.27
1980,9,daly,1742.78
1980,9,emerson_fittipaldi,1494.77
1980,9,giacomelli,1628.11
1980,9,gilles_villeneuve,1725.17
1980,9,jabouille,1325.52
1980,9,jarier,1641.07
1980,9,jones,1964.42
1980,9,keke_rosberg,1435.25
1980,9,laffite,1815.33
1980,9,lammers,1594.67
1980,9,mario_andretti,1648.48
1980,9,mass,1723.36
1980,9,patrese,1752.27
1980,9,piquet,1957.73
1980,9,pironi,1558.37
1980,9,prost,1629.24
