season,round,driver,rating_mu
1996,2,lamy,1665.5
1996,2,marques,1371.39
1996,2,michael_schumacher,1802.78
1996,2,montermini,1312.36
1996,2,panis,1819.19
1996,2,rosset,1455.04
1996,2,salo,1836.71
1996,2,verstappen,1277.13
1996,2,villeneuve,1567.76
1996,3,alesi,1793.58
1996,3,badoer,1409.5
1996,3,barrichello,1666.73
1996,3,berger,1590.22
1996,3,brundle,1515.6
1996,3,coulthard,1618.35
1996,3,damon_hill,2026.8
1996,3,diniz,1551.73
1996,3,frentzen,1530.9
1996,3,hakkinen,1517.63
1996,3,herbert,1603.86
1996,3,irvine,1838.32
1996,3,katayama,1504.36
1996,3,lamy,1617.84
1996,3,marques,1394.85
1996,3,michael_schumacher,1714.03
1996,3,montermini,1454.42
1996,3,panis,1792.68
1996,3,rosset,1380.52
1996,3,salo,1702.92
1996,3,verstappen,1497.64
1996,3,villeneuve,1737.57
1996,4,alesi,1568.95
1996,4,barrichello,1746.17
1996,4,berger,1634.15
1996,4,brundle,1639.46
1996,4,coulthard,1746.07
1996,4,damon_hill,2008.04
1996,4,diniz,1594.65
1996,4,fisichella,1510.76
1996,4,frentzen,1479.33
1996,4,hakkinen,1607.57
1996,4,herbert,1675.6
1996,4,irvine,1611.28
1996,4,katayama,1480.65
1996,4,lamy,1598.96
1996,4,michael_schumacher,1820.89
1996,4,panis,1599.47
1996,4,rosset,1469.95
1996,4,salo,1615.22
1996,4,verstappen,1441.13
1996,4,villeneuve,1851.73
1996,5,alesi,1671.68
1996,5,badoer,1511.23
1996,5,barrichello,1793.94
1996,5,berger,1756.75
1996,5,brundle,1532.92
1996,5,coulthard,1645.62
1996,5,damon_hill,2046.57
1996,5,diniz,1670.76
1996,5,fisichella,1422.79
1996,5,frentzen,1421.19
1996,5,hakkinen,1662.38
1996,5,herbert,1502.23
1996,5,irvine,1727.29
1996,5,katayama,1506.93
1996,5,lamy,1641.37
1996,5,michael_schumacher,1891.56
1996,5,panis,1593.87
1996,5,rosset,1467.55
1996,5,salo,1451.2
1996,5,verstappen,1431.7
1996,5,villeneuve,1759.98
1996,6,alesi,1687.36
1996,6,badoer,1579.56
1996,6,barrichello,1614.32
1996,6,berger,1674.04
1996,6,brundle,1562.68
1996,6,coulthard,1784.11
1996,6,damon_hill,1897.84
1996,6,diniz,1609.62
1996,6,fisichella,1366.22
1996,6,frentzen,1619.37
1996,6,hakkinen,1727.41
1996,6,herbert,1683.82
1996,6,irvine,1750.54
1996,6,katayama,1482.45
1996,6,lamy,1513.5
1996,6,michael_schumacher,1687.26
1996,6,montermini,1349.72
1996,6,panis,1768.88
1996,6,rosset,1476.35
1996,6,salo,1620.43
1996,6,verstappen,1353.54
1996,6,villeneuve,1754.91
1996,7,alesi,1804.7
1996,7,barrichello,1663.2
1996,7,berger,1682.42
1996,7,brundle,1583.89
1996,7,coulthard,1598.94
1996,7,damon_hill,1753.39
1996,7,diniz,1694.92
1996,7,fisichella,1356.91
1996,7,frentzen,1732.34
1996,7,hakkinen,1781.75
1996,7,herbert,1672.19
1996,7,irvine,1629.53
1996,7,katayama,1485.89
1996,7,lamy,1402.86
1996,7,michael_schumacher,1820.42
1996,7,panis,1624.49
1996,7,rosset,1397.09
1996,7,salo,1601.54
1996,7,verstappen,1517.07
1996,7,villeneuve,1831.09
1996,8,alesi,1867.82
1996,8,badoer,1619.18
1996,8,barrichello,1572.8
1996,8,berger,1662.17
1996,8,brundle,1688.39
1996,8,coulthard,1727.47
1996,8,damon_hill,1865.5
1996,8,diniz,1606.45
1996,8,fisichella,1519.7
1996,8,frentzen,1577.32
1996,8,hakkinen,1821.25
1996,8,herbert,1723.82
1996,8,irvine,1450.56
1996,8,katayama,1383.65
1996,8,lamy,1531.01
1996,8,michael_schumacher,1727.45
1996,8,montermini,1366.22
1996,8,panis,1598.97
1996,8,rosset,1345.34
1996,8,salo,1569.73
1996,8,verstappen,1438.5
1996,8,villeneuve,1900.62
1996,9,alesi,1911.82
1996,9,badoer,1543.94
1996,9,barrichello,1633.7
1996,9,berger,1763.82
1996,9,brundle,1717.82
1996,9,coulthard,1773.41
1996,9,damon_hill,1942.01
1996,9,diniz,1520.3
1996,9,fisichella,1417.15
1996,9,frentzen,1553.96
1996,9,hakkinen,1848.1
1996,9,herbert,1654.83
1996,9,irvine,1392.34
1996,9,katayama,1418.53
1996,9,lamy,1558.43
1996,9,michael_schumacher,1501.92
1996,9,montermini,1301.64
1996,9,panis,1680.55
1996,9,rosset,1460.58
1996,9,salo,1615.64
1996,9,verstappen,1402.62
1996,9,villeneuve,1950.85
1996,10,alesi,1784.98
1996,10,barrichello,1740.84
1996,10,berger,1857.79
1996,10,brundle,1762.83
1996,10,coulthard,1815.13
1996,10,damon_hill,1753.68
1996,10,diniz,1505.31
1996,10,fisichella,1486.5
1996,10,frentzen,1626.07
1996,10,hakkinen,1899.14
1996,10,herbert,1672.81
1996,10,irvine,1333.56
1996,10,katayama,1370.32
1996,10,lamy,1497.69
1996,10,michael_schumacher,1389.17
1996,10,panis,1621.78
1996,10,rosset,1416.95
1996,10,salo,1681.66
1996,10,verstappen,1494.66
1996,10,villeneuve,2007.45
1996,11,alesi,1870.71
1996,11,barrichello,1775.44
1996,11,berger,1730.55
1996,11,brundle,1721.98
1996,11,coulthard,1841.13
1996,11,damon_hill,1865.83
1996,11,diniz,1453.16
1996,11,frentzen,1667.69
1996,11,hakkinen,1667.68
1996,11,herbert,1577.87
1996,11,irvine,1368.53
1996,11,katayama,1341.16
1996,11,lamy,1516.77
1996,11,michael_schumacher,1575.73
1996,11,panis,1681.78
1996,11,rosset,1480.2
1996,11,salo,1686.54
1996,11,verstappen,1393.79
1996,11,villeneuve,2015.32
1996,12,alesi,1914.21
1996,12,barrichello,1799.31
1996,12,berger,1682.47
1996,12,brundle,1557.36
1996,12,coulthard,1665.61
1996,12,damon_hill,1927.12
1996,12,diniz,1372.9
1996,12,frentzen,1627.18
1996,12,hakkinen,1762.23
1996,12,herbert,1555.16
1996,12,irvine,1402.03
1996,12,katayama,1503.09
1996,12,lamy,1481.5
1996,12,lavaggi,1464.59
1996,12,michael_schumacher,1620.59
1996,12,panis,1754.99
1996,12,rosset,1577.18
1996,12,salo,1501.38
1996,12,verstappen,1367.65
1996,12,villeneuve,2056.5
1996,13,alesi,1925.57
1996,13,barrichello,1670.59
1996,13,berger,1734.76
1996,13,brundle,1552.45
1996,13,coulthard,1637.66
1996,13,damon_hill,1918.39
1996,13,diniz,1377.59
1996,13,frentzen,1508.66
1996,13,hakkinen,1834.25
1996,13,herbert,1445.98
1996,13,irvine,1432.46
1996,13,katayama,1585.43
1996,13,lamy,1537.16
1996,13,michael_schumacher,1769.69
1996,13,panis,1553.94
1996,13,rosset,1615.93
1996,13,salo,1601.59
1996,13,verstappen,1355.0
1996,13,villeneuve,2071.37
1996,14,alesi,1970.25
1996,14,barrichello,1744.54
1996,14,berger,1564.88
1996,14,brundle,1686.14
1996,14,coulthard,1472.69
1996,14,damon_hill,1715.35
1996,14,diniz,1543.3
1996,14,frentzen,1476.22
1996,14,hakkinen,1887.29
1996,14,herbert,1538.15
1996,14,irvine,1479.19
1996,14,katayama,1608.1
1996,14,lamy,1527.64
1996,14,lavaggi,1416.16
1996,14,michael_schumacher,1874.29
1996,14,panis,1438.86
1996,14,rosset,1610.39
1996,14,salo,1550.3
1996,14,verstappen,1496.8
1996,14,villeneuve,1992.53
1996,15,alesi,1968.04
1996,15,barrichello,1535.26
1996,15,berger,1662.5
1996,15,brundle,1687.19
1996,15,coulthard,1488.99
1996,15,damon_hill,1820.03
1996,15,diniz,1431.16
1996,15,frentzen,1591.16
1996,15,hakkinen,1675.51
1996,15,herbert,1612.56
1996,15,irvine,1626.12
1996,15,katayama,1588.82
1996,15,lamy,1471.14
1996,15,lavaggi,1418.22
1996,15,michael_schumacher,1913.82
1996,15,panis,1518.38
1996,15,rosset,1556.26
1996,15,salo,1570.32
1996,15,verstappen,1419.8
1996,15,villeneuve,2037.78
1996,16,alesi,1693.2
1996,16,barrichello,1591.0
1996,16,berger,1754.42
1996,16,brundle,1754.0
1996,16,coulthard,1578.98
1996,16,damon_hill,1908.17
1996,16,diniz,1369.58
1996,16,frentzen,1677.2
1996,16,hakkinen,1778.98
1996,16,herbert,1622.25
1996,16,irvine,1560.95
1996,16,katayama,1521.11
1996,16,lamy,1498.14
1996,16,michael_schumacher,1959.76
1996,16,panis,1614.82
1996,16,rosset,1534.7
1996,16,salo,1478.52
1996,16,verstappen,1482.41
1996,16,villeneuve,1796.66
1997,1,alesi,1619.13
1997,1,barrichello,1611.11
1997,1,berger,1820.2
1997,1,coulthard,1758.26
1997,1,damon_hill,1608.36
1997,1,diniz,1498.4
1997,1,fisichella,1469.14
1997,1,frentzen,1710.1
1997,1,hakkinen,1851.05
1997,1,herbert,1463.01
1997,1,irvine,1445.3
1997,1,katayama,1506.45
1997,1,larini,1727.34
1997,1,magnussen,1573.8
1997,1,michael_schumacher,1992.48
1997,1,nakano,1625.16
1997,1,panis,1721.95
1997,1,ralf_schumacher,1442.17
1997,1,salo,1530.47
1997,1,trulli,1593.56
1997,1,verstappen,1449.26
1997,1,villeneuve,1592.6
1997,2,alesi,1707.06
1997,2,barrichello,1473.16
1997,2,berger,1891.68
1997,2,coulthard,1724.19
1997,2,damon_hill,1522.96
1997,2,diniz,1390.52
1997,2,fisichella,1586.57
1997,2,frentzen,1710.96
1997,2,hakkinen,1880.49
1997,2,herbert,1599.59
1997,2,irvine,1444.25
1997,2,katayama,1447.29
1997,2,larini,1690.66
1997,2,magnussen,1417.67
1997,2,michael_schumacher,1965.35
1997,2,nakano,1583.59
1997,2,panis,1812.06
1997,2,ralf_schumacher,1390.49
1997,2,salo,1545.72
1997,2,trulli,1598.35
1997,2,verstappen,1464.33
1997,2,villeneuve,1762.38
1997,3,alesi,1745.28
1997,3,barrichello,1425.58
1997,3,berger,1877.31
1997,3,coulthard,1506.91
1997,3,damon_hill,1488.88
1997,3,diniz,1478.71
1997,3,fisichella,1508.32
1997,3,frentzen,1529.15
1997,3,hakkinen,1885.53
1997,3,herbert,1725.43
1997,3,irvine,1667.81
1997,3,katayama,1461.62
1997,3,larini,1669.44
1997,3,magnussen,1528.62
1997,3,michael_schumacher,1663.06
1997,3,nakano,1575.06
1997,3,panis,1601.81
1997,3,ralf_schumacher,1619.16
1997,3,salo,1636.3
1997,3,trulli,1650.17
1997,3,verstappen,1489.42
1997,3,villeneuve,1875.76
1997,4,alesi,1795.02
1997,4,barrichello,1451.16
1997,4,berger,1625.0
1997,4,coulthard,1517.17
1997,4,damon_hill,1422.6
1997,4,diniz,1531.8
1997,4,fisichella,1673.18
1997,4,frentzen,1730.58
1997,4,hakkinen,1869.16
1997,4,herbert,1605.13
1997,4,irvine,1780.68
1997,4,katayama,1538.96
1997,4,larini,1721.29
1997,4,magnussen,1413.94
1997,4,michael_schumacher,1793.22
1997,4,nakano,1489.71
1997,4,panis,1667.53
1997,4,ralf_schumacher,1530.8
1997,4,salo,1671.13
1997,4,trulli,1465.69
1997,4,verstappen,1572.18
1997,4,villeneuve,1743.38
1997,5,alesi,1679.01
1997,5,barrichello,1671.33
1997,5,berger,1662.52
1997,5,coulthard,1440.22
1997,5,damon_hill,1348.89
1997,5,diniz,1398.36
1997,5,fisichella,1739.1
1997,5,frentzen,1690.08
1997,5,hakkinen,1621.4
1997,5,herbert,1525.13
1997,5,irvine,1850.42
1997,5,katayama,1597.93
1997,5,larini,1652.26
1997,5,magnussen,1573.41
1997,5,michael_schumacher,1891.35
1997,5,nakano,1537.99
1997,5,panis,1766.67
1997,5,ralf_schumacher,1499.78
1997,5,salo,1753.34
1997,5,trulli,1427.02
1997,5,verstappen,1648.64
1997,5,villeneuve,1634.48
1997,6,alesi,1788.33
1997,6,barrichello,1542.76
1997,6,berger,1669.41
1997,6,coulthard,1602.74
1997,6,damon_hill,1296.08
1997,6,diniz,1416.32
1997,6,fisichella,1728.82
1997,6,frentzen,1715.7
1997,6,hakkinen,1691.8
1997,6,herbert,1669.4
1997,6,irvine,1747.55
1997,6,katayama,1434.05
1997,6,magnussen,1573.16
1997,6,michael_schumacher,1907.88
1997,6,morbidelli,1592.44
1997,6,nakano,1435.14
1997,6,panis,1857.49
1997,6,ralf_schumacher,1461.44
1997,6,salo,1572.51
1997,6,trulli,1452.71
1997,6,verstappen,1645.85
1997,6,villeneuve,1791.85
1997,7,alesi,1872.23
1997,7,barrichello,1515.02
1997,7,coulthard,1679.93
1997,7,damon_hill,1461.06
1997,7,diniz,1554.42
1997,7,fisichella,1818.77
1997,7,frentzen,1795.18
1997,7,hakkinen,1515.11
1997,7,herbert,1751.8
1997,7,irvine,1530.46
1997,7,katayama,1397.98
1997,7,magnussen,1416.69
1997,7,michael_schumacher,1970.5
1997,7,morbidelli,1622.65
1997,7,nakano,1598.37
1997,7,panis,1764.24
1997,7,ralf_schumacher,1432.51
1997,7,salo,1581.26
1997,7,trulli,1444.85
1997,7,verstappen,1606.89
1997,7,villeneuve,1587.04
1997,7,wurz,1507.09
1997,8,alesi,1870.76
1997,8,barrichello,1454.41
1997,8,coulthard,1712.24
1997,8,damon_hill,1505.27
1997,8,diniz,1510.43
1997,8,fisichella,1768.18
1997,8,fontana,1462.48
1997,8,frentzen,1867.87
1997,8,hakkinen,1419.97
1997,8,herbert,1741.11
1997,8,irvine,1684.04
1997,8,katayama,1484.57
1997,8,magnussen,1378.44
1997,8,marques,1296.12
1997,8,michael_schumacher,2013.62
1997,8,nakano,1434.8
1997,8,ralf_schumacher,1581.52
1997,8,salo,1558.53
1997,8,trulli,1529.77
1997,8,verstappen,1455.89
1997,8,villeneuve,1702.37
1997,8,wurz,1499.61
1997,9,alesi,1924.82
1997,9,barrichello,1387.82
1997,9,coulthard,1785.16
1997,9,damon_hill,1628.99
1997,9,diniz,1403.71
1997,9,fisichella,1770.92
1997,9,fontana,1557.11
1997,9,frentzen,1592.4
1997,9,hakkinen,1479.74
1997,9,herbert,1582.07
1997,9,irvine,1581.38
1997,9,katayama,1356.46
1997,9,magnussen,1436.9
1997,9,marques,1437.23
1997,9,michael_schumacher,1740.18
1997,9,nakano,1505.8
1997,9,ralf_schumacher,1689.9
1997,9,salo,1493.86
1997,9,trulli,1612.85
1997,9,verstappen,1466.33
1997,9,villeneuve,1826.44
1997,9,wurz,1671.93
1997,10,alesi,1889.76
1997,10,barrichello,1464.22
1997,10,berger,1802.05
1997,10,coulthard,1575.78
1997,10,damon_hill,1669.34
1997,10,diniz,1372.43
1997,10,fisichella,1703.73
1997,10,fontana,1612.13
1997,10,frentzen,1451.85
1997,10,hakkinen,1657.84
1997,10,herbert,1494.99
1997,10,irvine,1429.04
1997,10,katayama,1377.12
1997,10,magnussen,1445.4
1997,10,marques,1326.36
1997,10,michael_schumacher,1831.35
1997,10,nakano,1614.01
1997,10,ralf_schumacher,1751.17
1997,10,salo,1510.56
1997,10,trulli,1720.48
1997,10,verstappen,1543.16
1997,10,villeneuve,1686.73
1997,11,alesi,1780.1
1997,11,barrichello,1392.33
1997,11,berger,1775.26
1997,11,coulthard,1541.86
1997,11,damon_hill,1787.21
1997,11,diniz,1386.25
1997,11,fisichella,1564.05
1997,11,frentzen,1402.37
1997,11,hakkinen,1487.32
1997,11,herbert,1665.91
1997,11,irvine,1538.07
1997,11,katayama,1489.03
1997,11,magnussen,1330.4
1997,11,marques,1424.78
1997,11,michael_schumacher,1858.92
1997,11,morbidelli,1451.44
1997,11,nakano,1692.28
1997,11,ralf_schumacher,1791.08
1997,11,salo,1520.58
1997,11,trulli,1740.29
1997,11,verstappen,1506.69
1997,11,villeneuve,1813.78
1997,12,alesi,1760.46
1997,12,barrichello,1314.34
1997,12,berger,1790.89
1997,12,coulthard,1440.7
1997,12,damon_hill,1679.13
1997,12,diniz,1542.21
1997,12,fisichella,1724.46
1997,12,frentzen,1611.42
1997,12,hakkinen,1457.66
1997,12,herbert,1753.32
1997,12,irvine,1584.36
1997,12,katayama,1490.59
1997,12,magnussen,1425.57
1997,12,marques,1353.22
1997,12,michael_schumacher,1930.61
1997,12,morbidelli,1550.21
1997,12,nakano,1473.04
1997,12,ralf_schumacher,1597.96
1997,12,salo,1557.89
1997,12,trulli,1618.56
1997,12,verstappen,1451.96
1997,12,villeneuve,1831.45
1997,13,alesi,1843.41
1997,13,barrichello,1399.25
1997,13,berger,1785.17
1997,13,coulthard,1660.9
1997,13,damon_hill,1582.1
1997,13,diniz,1387.35
1997,13,fisichella,1788.01
1997,13,frentzen,1733.65
1997,13,hakkinen,1554.96
1997,13,herbert,1592.79
1997,13,irvine,1645.49
1997,13,katayama,1374.19
1997,13,magnussen,1369.93
1997,13,marques,1406.36
1997,13,michael_schumacher,1895.26
1997,13,morbidelli,1560.27
1997,13,nakano,1531.77
1997,13,ralf_schumacher,1520.08
1997,13,salo,1465.96
1997,13,trulli,1632.56
1997,13,verstappen,1368.41
1997,13,villeneuve,1842.14
1997,14,alesi,1593.34
1997,14,barrichello,1434.08
1997,14,berger,1732.72
1997,14,coulthard,1783.13
1997,14,damon_hill,1659.28
1997,14,diniz,1444.27
1997,14,fisichella,1833.16
1997,14,frentzen,1813.59
1997,14,hakkinen,1411.99
1997,14,herbert,1649.64
1997,14,irvine,1494.53
1997,14,katayama,1471.37
1997,14,magnussen,1381.8
1997,14,marques,1304.17
1997,14,michael_schumacher,1872.18
1997,14,morbidelli,1614.46
1997,14,nakano,1462.92
1997,14,ralf_schumacher,1651.99
1997,14,salo,1406.9
1997,14,trulli,1555.29
1997,14,verstappen,1450.04
1997,14,villeneuve,1919.14
1997,15,alesi,1747.2
1997,15,barrichello,1475.69
1997,15,berger,1803.11
1997,15,coulthard,1664.6
1997,15,damon_hill,1693.61
1997,15,diniz,1611.49
1997,15,fisichella,1573.62
1997,15,frentzen,1871.47
1997,15,hakkinen,1479.52
1997,15,herbert,1703.69
1997,15,irvine,1462.35
1997,15,katayama,1380.66
1997,15,magnussen,1410.54
1997,15,marques,1290.17
1997,15,michael_schumacher,1649.49
1997,15,morbidelli,1651.23
1997,15,nakano,1426.09
1997,15,panis,1789.63
1997,15,ralf_schumacher,1454.38
1997,15,salo,1510.93
1997,15,verstappen,1520.08
1997,15,villeneuve,1979.41
1997,16,alesi,1791.92
1997,16,barrichello,1386.49
1997,16,berger,1778.72
1997,16,coulthard,1661.72
1997,16,damon_hill,1663.03
1997,16,diniz,1599.62
1997,16,fisichella,1655.82
1997,16,frentzen,1926.19
1997,16,hakkinen,1645.48
1997,16,herbert,1749.28
1997,16,irvine,1651.58
1997,16,katayama,1344.18
1997,16,magnussen,1327.54
1997,16,marques,1352.62
1997,16,michael_schumacher,1795.28
1997,16,morbidelli,1453.91
1997,16,nakano,1391.69
1997,16,panis,1620.42
1997,16,ralf_schumacher,1554.37
1997,16,salo,1476.07
1997,16,verstappen,1530.19
1997,16,villeneuve,1792.85
1997,17,alesi,1691.23
1997,17,barrichello,1314.7
1997,17,berger,1832.38
1997,17,coulthard,1790.03
1997,17,damon_hill,1515.7
1997,17,diniz,1427.84
1997,17,fisichella,1644.49
1997,17,fontana,1571.21
1997,17,frentzen,1898.19
1997,17,hakkinen,1795.8
1997,17,herbert,1751.35
1997,17,irvine,1738.58
1997,17,katayama,1354.5
1997,17,magnussen,1479.74
1997,17,marques,1395.76
1997,17,michael_schumacher,1606.78
1997,17,nakano,1503.29
1997,17,panis,1690.53
1997,17,ralf_schumacher,1436.76
1997,17,salo,1522.45
1997,17,verstappen,1488.79
1997,17,villeneuve,1857.09
1998,1,alesi,1668.23
1998,1,barrichello,1245.92
1998,1,coulthard,1870.81
1998,1,damon_hill,1611.57
1998,1,diniz,1394.19
1998,1,fisichella,1656.51
1998,1,frentzen,1929.17
1998,1,hakkinen,1890.47
1998,1,herbert,1784.68
1998,1,irvine,1807.03
1998,1,magnussen,1391.1
1998,1,michael_schumacher,1518.91
1998,1,nakano,1474.7
1998,1,panis,1699.37
1998,1,ralf_schumacher,1381.96
1998,1,rosset,1544.1
1998,1,salo,1520.13
1998,1,takagi,1386.0
1998,1,trulli,1572.79
1998,1,tuero,1489.77
1998,1,villeneuve,1868.33
1998,1,wurz,1720.71
1998,2,alesi,1688.93
1998,2,barrichello,1336.48
1998,2,coulthard,1932.72
1998,2,damon_hill,1605.69
1998,2,diniz,1385.66
1998,2,fisichella,1727.32
1998,2,frentzen,1922.57
1998,2,hakkinen,1963.08
1998,2,herbert,1726.54
1998,2,irvine,1791.19
1998,2,magnussen,1500.61
1998,2,michael_schumacher,1686.68
1998,2,nakano,1367.37
1998,2,panis,1642.2
1998,2,ralf_schumacher,1289.19
1998,2,rosset,1514.32
1998,2,salo,1429.66
1998,2,takagi,1362.22
1998,2,trulli,1444.5
1998,2,tuero,1464.06
1998,2,villeneuve,1847.15
1998,2,wurz,1798.35
1998,3,alesi,1765.81
1998,3,barrichello,1464.36
1998,3,coulthard,1911.65
1998,3,damon_hill,1666.96
1998,3,diniz,1290.91
1998,3,fisichella,1759.37
1998,3,frentzen,1853.35
1998,3,hakkinen,2002.35
1998,3,herbert,1571.7
1998,3,irvine,1864.61
1998,3,magnussen,1382.84
1998,3,michael_schumacher,1826.39
1998,3,nakano,1432.15
1998,3,panis,1569.93
1998,3,ralf_schumacher,1278.57
1998,3,rosset,1508.5
1998,3,salo,1355.53
1998,3,takagi,1446.52
1998,3,trulli,1517.24
1998,3,tuero,1444.08
1998,3,villeneuve,1660.48
1998,3,wurz,1853.18
1998,4,alesi,1801.23
1998,4,barrichello,1345.56
1998,4,coulthard,1983.12
1998,4,damon_hill,1668.6
1998,4,diniz,1329.82
1998,4,fisichella,1588.81
1998,4,frentzen,1875.11
1998,4,hakkinen,1759.41
1998,4,herbert,1446.83
1998,4,irvine,1916.43
1998,4,magnussen,1310.86
1998,4,michael_schumacher,1906.39
1998,4,nakano,1440.66
1998,4,panis,1593.1
1998,4,ralf_schumacher,1475.54
1998,4,rosset,1539.02
1998,4,salo,1491.66
1998,4,takagi,1483.78
1998,4,trulli,1510.26
1998,4,tuero,1565.32
1998,4,villeneuve,1765.19
1998,4,wurz,1629.77
1998,5,alesi,1747.75
1998,5,barrichello,1540.92
1998,5,coulthard,2014.9
1998,5,damon_hill,1543.74
1998,5,diniz,1261.8
1998,5,fisichella,1465.19
1998,5,frentzen,1830.65
1998,5,hakkinen,1869.61
1998,5,herbert,1573.91
1998,5,irvine,1680.92
1998,5,magnussen,1404.15
1998,5,michael_schumacher,1940.86
1998,5,nakano,1454.52
1998,5,panis,1514.81
1998,5,ralf_schumacher,1529.35
1998,5,salo,1388.38
1998,5,takagi,1499.04
1998,5,trulli,1582.58
1998,5,tuero,1514.66
1998,5,villeneuve,1791.43
1998,5,wurz,1738.27
1998,6,alesi,1676.57
1998,6,barrichello,1439.45
1998,6,coulthard,1746.05
1998,6,damon_hill,1618.48
1998,6,diniz,1474.56
1998,6,fisichella,1668.38
1998,6,frentzen,1592.73
1998,6,hakkinen,1946.89
1998,6,herbert,1652.94
1998,6,irvine,1785.8
1998,6,magnussen,1385.98
1998,6,michael_schumacher,1836.64
1998,6,nakano,1547.89
1998,6,panis,1505.19
1998,6,ralf_schumacher,1496.82
1998,6,salo,1589.13
1998,6,takagi,1544.24
1998,6,trulli,1562.21
1998,6,tuero,1390.9
1998,6,villeneuve,1823.33
1998,6,wurz,1603.27
1998,7,alesi,1510.31
1998,7,barrichello,1617.23
1998,7,coulthard,1628.06
1998,7,damon_hill,1605.19
1998,7,diniz,1571.63
1998,7,fisichella,1795.29
1998,7,frentzen,1558.04
1998,7,hakkinen,1700.13
1998,7,herbert,1560.56
1998,7,irvine,1852.9
1998,7,magnussen,1568.75
1998,7,michael_schumacher,1918.81
1998,7,nakano,1645.79
1998,7,panis,1525.22
1998,7,ralf_schumacher,1425.9
1998,7,rosset,1624.72
1998,7,salo,1509.14
1998,7,takagi,1402.79
1998,7,trulli,1430.35
1998,7,tuero,1490.94
1998,7,villeneuve,1757.5
1998,7,wurz,1727.22
1998,8,alesi,1622.97
1998,8,barrichello,1638.53
1998,8,coulthard,1707.12
1998,8,damon_hill,1446.31
1998,8,diniz,1546.55
1998,8,fisichella,1758.51
1998,8,frentzen,1522.46
1998,8,hakkinen,1795.45
1998,8,herbert,1635.97
1998,8,irvine,1911.1
1998,8,michael_schumacher,1974.81
1998,8,nakano,1538.24
1998,8,panis,1569.83
1998,8,ralf_schumacher,1427.26
1998,8,rosset,1440.87
1998,8,salo,1527.14
1998,8,takagi,1378.59
1998,8,trulli,1377.87
1998,8,tuero,1397.15
1998,8,verstappen,1532.03
1998,8,villeneuve,1815.98
1998,8,wurz,1781.75
1998,9,alesi,1638.94
1998,9,barrichello,1599.46
1998,9,coulthard,1606.94
1998,9,damon_hill,1332.91
1998,9,diniz,1577.81
1998,9,fisichella,1804.46
1998,9,frentzen,1396.94
1998,9,hakkinen,1875.61
1998,9,herbert,1496.55
1998,9,irvine,1940.62
1998,9,michael_schumacher,2022.34
1998,9,nakano,1622.11
1998,9,panis,1575.29
1998,9,ralf_schumacher,1585.65
1998,9,rosset,1416.07
1998,9,salo,1416.84
1998,9,takagi,1508.51
1998,9,trulli,1394.14
1998,9,tuero,1370.71
1998,9,verstappen,1521.09
1998,9,villeneuve,1808.17
1998,9,wurz,1835.34
1998,10,alesi,1549.24
1998,10,barrichello,1492.22
1998,10,coulthard,1753.09
1998,10,damon_hill,1510.54
1998,10,diniz,1463.16
1998,10,fisichella,1663.66
1998,10,frentzen,1387.16
1998,10,hakkinen,1951.19
1998,10,herbert,1594.54
1998,10,irvine,1948.37
1998,10,michael_schumacher,2027.42
1998,10,nakano,1622.05
1998,10,panis,1427.17
1998,10,ralf_schumacher,1696.63
1998,10,rosset,1481.89
1998,10,salo,1348.51
1998,10,takagi,1370.62
1998,10,trulli,1501.22
1998,10,tuero,1419.2
1998,10,verstappen,1528.51
1998,10,villeneuve,1822.08
1998,10,wurz,1788.03
1998,11,alesi,1588.67
1998,11,barrichello,1400.7
1998,11,coulthard,1847.04
1998,11,damon_hill,1656.32
1998,11,diniz,1347.47
1998,11,fisichella,1708.22
1998,11,frentzen,1503.44
1998,11,hakkinen,2007.78
1998,11,herbert,1496.75
1998,11,irvine,1883.29
1998,11,michael_schumacher,1995.43
1998,11,nakano,1496.91
1998,11,panis,1427.62
1998,11,ralf_schumacher,1745.52
1998,11,salo,1393.94
1998,11,takagi,1426.78
1998,11,trulli,1527.5
1998,11,tuero,1404.77
1998,11,verstappen,1405.9
1998,11,villeneuve,1878.64
1998,11,wurz,1721.94
1998,12,alesi,1662.31
1998,12,barrichello,1375.46
1998,12,coulthard,1915.69
1998,12,damon_hill,1753.24
1998,12,diniz,1443.86
1998,12,fisichella,1722.22
1998,12,frentzen,1638.34
1998,12,hakkinen,1964.07
1998,12,herbert,1557.42
1998,12,irvine,1622.28
1998,12,michael_schumacher,2044.0
1998,12,nakano,1470.0
1998,12,panis,1478.59
1998,12,ralf_schumacher,1730.09
1998,12,salo,1335.63
1998,12,takagi,1442.92
1998,12,trulli,1438.51
1998,12,tuero,1309.5
1998,12,verstappen,1447.04
1998,12,villeneuve,1921.77
1998,12,wurz,1591.65
1998,13,alesi,1777.1
1998,13,barrichello,1340.67
1998,13,coulthard,1877.45
1998,13,damon_hill,1869.38
1998,13,diniz,1607.92
1998,13,fisichella,1715.58
1998,13,frentzen,1745.68
1998,13,hakkinen,1753.45
1998,13,herbert,1472.47
1998,13,irvine,1624.99
1998,13,michael_schumacher,1918.48
1998,13,nakano,1577.0
1998,13,panis,1389.11
1998,13,ralf_schumacher,1837.55
1998,13,rosset,1355.0
1998,13,salo,1277.15
1998,13,takagi,1467.2
1998,13,trulli,1587.87
